"","PostTtest_p","PostTtest_adj_p"
"Clostridium baratii",0.129097933505576,0.293365636287088
"Butyrivibrio proteoclasticus",0.115247923645754,0.293365636287088
"Enterococcus casseliflavus",0.836043801942018,0.890866346331659
"Streptococcus equi",0.0893800030995396,0.251724617427014
"Prevotella intermedia",0.81956989367075,0.88296204014252
"Phocaeicola dorei",0.302800840692978,0.466768094348859
"Actinomyces naeslundii",0.413351739243234,0.571656660655536
"Blautia massiliensis",0.258347781102605,0.418591703350703
"Streptococcus rubneri",0.983860361963064,0.988931807127822
"Turicibacter sp. H121",0.258822561515154,0.418591703350703
"Streptococcus ilei",0.815549254037772,0.88296204014252
"Anaerotruncus colihominis",0.119935190094,0.293365636287088
"Romboutsia ilealis",0.224610432675405,0.398173039742764
"Ruthenibacterium lactatiformans",0.192373245418573,0.364616581901554
"Parabacteroides johnsonii",0.0510445096946092,0.232556264557779
"Megasphaera stantonii",0.171606778990334,0.343375330850828
"Streptococcus gallolyticus",0.253406987161302,0.413509309593756
"Bacillus cereus",0.727884890066769,0.839867180846272
"Acidaminococcus intestini",0.0407202502689615,0.224141474181326
"Massilistercora timonensis",0.0370945881629686,0.224141474181326
"Ruminococcus sp. SR1/5",0.0835585711490701,0.251683433821041
"Gemella haemolysans",0.912528295582849,0.945923720841074
"Eggerthella guodeyinii",0.0639892952119165,0.247827353587044
"Clostridium pasteurianum",0.0748160293114619,0.251683433821041
"Sellimonas intestinalis",0.0744411536203576,0.251683433821041
"Alistipes onderdonkii",0.759224011342834,0.860748152394492
"Erysipelotrichaceae bacterium 66202529",0.0298624802162992,0.224141474181326
"Streptococcus sp. HSISM1",0.321982706750061,0.481274172699648
"CrAssphage sp. C0526BW15",0.125427146352679,0.293365636287088
"Eubacterium sp. c-25",0.128568104064163,0.293365636287088
"Alistipes dispar",0.0195809434990602,0.224141474181326
"Lacticaseibacillus paracasei",0.773148213977016,0.863696161723487
"Solibaculum mannosilyticum",0.0384074478160938,0.224141474181326
"Blautia sp. SC05B48",0.0903626831789279,0.251724617427014
"Staphylococcus epidermidis",0.314191911674745,0.476789282307979
"Buchnera aphidicola",0.0518250182765372,0.232556264557779
"Lachnospiraceae bacterium GAM79",0.128882891891293,0.293365636287088
"Tissierella sp. JN-28",0.0155822831630492,0.224141474181326
"Streptococcus equinus",0.383246649404794,0.535721122823906
"[Clostridium] symbiosum",0.121177199285768,0.293365636287088
"Lactococcus garvieae",0.641383701045058,0.772035936443125
"Faecalibacillus intestinalis",0.177630044854739,0.349992784074399
"Blautia argi",0.336054340296984,0.490893779753426
"Klebsiella michiganensis",0.0350524309059966,0.224141474181326
"Bacteroides sp. A1C1",0.24794912215646,0.409746430682285
"Bacteroides luhongzhouii",0.193415553814707,0.364616581901554
"Streptococcus mutans",0.364670441577247,0.519056467938417
"Catenibacterium sp. co_0103",0.234412450514157,0.404517060621775
"Enterococcus lactis",0.791387246900634,0.871664071022981
"Pseudomonas aeruginosa",0.509430407732774,0.671208983161426
"uncultured Clostridia bacterium",0.0266631291551547,0.224141474181326
"Terrisporobacter glycolicus",0.155170586566225,0.325357681509827
"Bifidobacterium bifidum",0.556090491323834,0.707331043355931
"Dysosmobacter sp. Marseille-Q4140",0.00223308559853957,0.162891091965913
"Lactobacillus delbrueckii",0.532745526316455,0.68695284262656
"Bacteroides nordii",0.0547308968623716,0.239832019958707
"Veillonella parvula",0.564153876279573,0.707459844852198
"Clostridium cadaveris",0.126114066537536,0.293365636287088
"Herbinix luporum",0.0910817078570158,0.25192812811515
"Parvimonas micra",0.0596952903562187,0.240011992153869
"Lactobacillus acidophilus",0.710781304556935,0.825014014217871
"Streptococcus suis",0.23865731409256,0.405389817051292
"Streptococcus sp. A12",0.857181221753653,0.903303036686739
"Bacteriophage sp.",0.604954451386784,0.750465973220105
"Enterococcus faecium",0.842422016045938,0.895216856288599
"Actinomyces oris",0.0814308251454316,0.251683433821041
"Clostridium manihotivorum",0.325426929391029,0.482904899679658
"Enterocloster clostridioformis",0.0231569712254901,0.224141474181326
"Faecalitalea cylindroides",0.0647611199727173,0.247827353587044
"Citrobacter freundii",0.277431644923433,0.438049965668579
"Lactobacillus gasseri",0.242301362020183,0.407316944775307
"Butyricimonas faecalis",0.082948340658563,0.251683433821041
"Bacteroides intestinalis",0.124522800213942,0.293365636287088
"Gemella sanguinis",0.432767693617807,0.590137764024282
"Pusillibacter faecalis",0.187668507813091,0.363413247987258
"Actinomyces sp. oral taxon 171",0.0381187223593978,0.224141474181326
"Clostridium perfringens",0.137012922129683,0.303608179719183
"Clostridioides sp. ES-W-0016-02",0.00360348207324907,0.162891091965913
"Bacteroides ovatus",0.0648163847843038,0.247827353587044
"Cutibacterium acnes",0.847891606624318,0.898580778759467
"Alistipes finegoldii",0.16324302569184,0.335077789577988
"Klebsiella quasipneumoniae",0.050819965149717,0.232556264557779
"Anaerocolumna cellulosilytica",0.13904656842628,0.306373794837565
"Clostridium sp. DL-VIII",0.0782168873116812,0.251683433821041
"Streptococcus cristatus",0.852829759184062,0.901364786129497
"Candida albicans",0.952178704421673,0.976737186625517
"Streptococcus sp. FDAARGOS_192",0.208732438797957,0.377121656341838
"Blattabacterium cuenoti",0.15019347429316,0.320084453411652
"Rothia dentocariosa",0.164220407510414,0.335319156696656
"Clostridium sp. M62/1",0.0125634660359089,0.224141474181326
"Lactococcus raffinolactis",0.154409768788337,0.325357681509827
"Eubacterium sp. MSJ-33",0.131901318170563,0.295640885554711
"[Eubacterium] siraeum",0.0458722819387275,0.232556264557779
"Clostridium botulinum",0.146880240008556,0.314743371446905
"Clostridium argentinense",0.0835505971471531,0.251683433821041
"Streptococcus intermedius",0.369422748024599,0.523017141480956
"Coprococcus sp. ART55/1",0.193527262701594,0.364616581901554
"Blautia pseudococcoides",0.0183654152921086,0.224141474181326
"Priestia megaterium",0.315837043199259,0.477428088557019
"Lacrimispora saccharolytica",0.0475217342656934,0.232556264557779
"Clostridium kluyveri",0.103772909389858,0.275315882054725
"Lancefieldella parvula",0.322083484806687,0.481274172699648
"Faecalibacterium prausnitzii",0.114664357778052,0.293365636287088
"Streptococcus koreensis",0.818734123911883,0.88296204014252
"Butyricimonas virosa",0.00417669466579263,0.162891091965913
"Levilactobacillus brevis",0.561082327976858,0.707331043355931
"Parabacteroides goldsteinii",0.32812768824387,0.482904899679658
"Paenibacillus polymyxa",0.740159432560126,0.849006407936615
"Morganella morganii",0.0301666156524761,0.224141474181326
"Clostridium isatidis",0.405615743338798,0.564964785364755
"Campylobacter jejuni",0.162227751209542,0.334755677099055
"Clostridium beijerinckii",0.241599502488555,0.407316944775307
"Barnesiella viscericola",0.0484200643641506,0.232556264557779
"Blautia producta",0.00404952379065261,0.162891091965913
"Klebsiella variicola",0.121767500469492,0.293365636287088
"Faecalibacterium sp. I3389",0.457752116231638,0.615597673552893
"Enterococcus hirae",0.591646821962352,0.73955852745294
"Faecalibacterium sp. I4384",0.620177409450819,0.755841217768185
"Actinomyces graevenitzii",0.301751053631184,0.466768094348859
"Bifidobacterium longum",0.271884874586865,0.43279633097501
"Clostridium sp. C5S11",0.0717942967830081,0.251683433821041
"Alistipes indistinctus",0.00753958530522694,0.210031304931322
"Bacteroides sp. CBA7301",0.0256025689069731,0.224141474181326
"Intestinimonas butyriciproducens",0.0570788217311482,0.240011992153869
"Clostridium saccharobutylicum",0.0666518554526125,0.248348169120496
"Lactococcus cremoris",0.226764797821796,0.400173172626699
"Gordonibacter urolithinfaciens",0.101647941737954,0.273333438969494
"Bifidobacterium breve",0.0902729850262,0.251724617427014
"Roseburia sp. NSJ-69",0.408242160068939,0.566599439241588
"Clostridium bornimense",0.202203645295424,0.373741334906234
"Escherichia fergusonii",0.350594328419223,0.508296609975825
"Eubacterium limosum",0.0475446321961263,0.232556264557779
"Streptococcus sp. oral taxon 431",0.79790788039796,0.871664071022981
"Streptococcus constellatus",0.448979328782661,0.607097834628887
"Adlercreutzia equolifaciens",0.998555784440979,0.998555784440979
"Phocaeicola salanitronis",0.039131301733638,0.224141474181326
"Clostridium intestinale",0.128668626114166,0.293365636287088
"Granulicatella adiacens",0.756253041025365,0.859879551020095
"Bacillus thuringiensis",0.230462919928402,0.400907721135817
"Anaerocolumna sedimenticola",0.167964919341448,0.33941097690759
"Alistipes shahii",0.129674925398827,0.293365636287088
"Streptococcus anginosus",0.663158715728418,0.790923238942149
"Bifidobacterium pseudocatenulatum",0.983220346526324,0.988931807127822
"Streptococcus lutetiensis",0.0862723950957318,0.251724617427014
"Coprococcus catus",0.152398623201572,0.323018820916376
"Oscillibacter sp. NSJ-62",0.00978824802701409,0.224141474181326
"Eubacterium sp. NSJ-61",0.0470504809364491,0.232556264557779
"Odoribacter splanchnicus",0.0132122405024562,0.224141474181326
"Cellulosilyticum lentocellum",0.0805666584419042,0.251683433821041
"Streptococcus australis",0.814035037908805,0.88296204014252
"Vescimonas fastidiosa",0.0407647886645694,0.224141474181326
"Bacteroides uniformis",0.0222554961922954,0.224141474181326
"Acinetobacter baumannii",0.301050915149623,0.466768094348859
"Bacteroides sp. KGMB10229",0.0516339742412982,0.232556264557779
"Lactobacillus paragasseri",0.236313417009248,0.405009224326921
"Bacteroides sp. M10",0.207946214492027,0.377121656341838
"Ruminiclostridium herbifermentans",0.0283920834451194,0.224141474181326
"Faecalibacterium sp. IP329",0.650477919321827,0.780573503186193
"[Clostridium] scindens",0.231292916039894,0.400907721135817
"Bacteroides caecimuris",0.0852071389150864,0.251724617427014
"Enterococcus gilvus",0.602255358761257,0.750414025293579
"Faecalicatena sp. Marseille-Q4148",0.142887480297232,0.309589540644002
"Simiaoa sunii",0.172914748009351,0.344065059814524
"Streptococcus sanguinis",0.142507905625257,0.309589540644002
"Prevotella copri",0.0320667978692254,0.224141474181326
"Limosilactobacillus oris",0.631337344427528,0.764663243250732
"Granulicatella elegans",0.932598819818889,0.959666331739753
"Streptococcus sp. LPB0220",0.25134829229397,0.411873252078354
"Veillonella dispar",0.863735709152278,0.905529372498356
"Clostridium sporogenes",0.0383098469874702,0.224141474181326
"Lachnospiraceae bacterium",0.0714411823921969,0.251683433821041
"Klebsiella pneumoniae",0.127048012867706,0.293365636287088
"Terrisporobacter sp. MCA3",0.284756363958673,0.446003943549729
"Flintibacter sp. KGMB00164",0.0132977755845898,0.224141474181326
"Bacteroides xylanisolvens",0.305282173015164,0.468740344393362
"Dysosmobacter welbionis",0.0143989796311951,0.224141474181326
"Streptococcus dysgalactiae",0.894498162788866,0.932765463870743
"Actinomyces sp. HMT 175",0.0563157562232175,0.240011992153869
"Limosilactobacillus fermentum",0.827554283548349,0.884236083791386
"Clostridium neonatale",0.0194543264864371,0.224141474181326
"Anaerocolumna chitinilytica",0.087239752141959,0.251724617427014
"Clostridioides sp. ES-S-0054-01",0.0231910579265842,0.224141474181326
"Bacillus subtilis",0.617506787348336,0.754945602087307
"Tannockella kyphosi",0.14170741851857,0.309589540644002
"Veillonella nakazawae",0.995408072389852,0.997966962036098
"Lactobacillus johnsonii",0.0312289348211563,0.224141474181326
"Vallitalea guaymasensis",0.0238596037817192,0.224141474181326
"Lactococcus piscium",0.776613903212995,0.863696161723487
"Mogibacterium diversum",0.67469001114558,0.796966946548541
"Streptococcus vestibularis",0.480540492292145,0.639627276429818
"Lachnoanaerobaculum umeaense",0.122935067785686,0.293365636287088
"Clostridium taeniosporum",0.128006569146994,0.293365636287088
"Latilactobacillus sakei",0.859295965668667,0.903303036686739
"Methanobrevibacter smithii",0.0898847845581087,0.251724617427014
"uncultured crAssphage",0.130133987378631,0.293365636287088
"Lactococcus lactis",0.199394149815817,0.37207520779028
"Haemophilus parainfluenzae",0.701121902951588,0.819356115481756
"Eubacterium callanderi",0.0152802757133817,0.224141474181326
"Coprococcus eutactus",0.325973228463113,0.482904899679658
"Flavonifractor plautii",0.00386627717143176,0.162891091965913
"Clostridium acetobutylicum",0.0306171121375991,0.224141474181326
"Latilactobacillus curvatus",0.532707758667726,0.68695284262656
"Clostridia bacterium UC5.1-1D4",0.00181633407513293,0.162891091965913
"Longicatena caecimuris",0.028598764414939,0.224141474181326
"Staphylococcus haemolyticus",0.900304807889454,0.936317000205033
"Actinomyces pacaensis",0.613818967621715,0.752796847083235
"Streptococcus pneumoniae",0.781627942963769,0.866008232260994
"Bifidobacterium adolescentis",0.159999989151496,0.331914871112147
"Phocaeicola coprophilus",0.377100225442234,0.53030471714478
"Romboutsia sp. CE17",0.0812960154222546,0.251683433821041
"Bacillus mycoides",0.959206006352751,0.976737186625517
"Clostridium cellulovorans",0.127759918676653,0.293365636287088
"Streptococcus parasuis",0.701704980951043,0.819356115481756
"Butyrivibrio fibrisolvens",0.0319219065173853,0.224141474181326
"Alistipes megaguti",0.00359406520697222,0.162891091965913
"Lactobacillus helveticus",0.771953210726657,0.863696161723487
"Streptococcus sp. oral taxon 061",0.79729689992301,0.871664071022981
"Bacteroides sp. KGMB07931",0.00181450158163548,0.162891091965913
"Acutalibacter muris",0.0375784902548894,0.224141474181326
"Streptococcus lactarius",0.681716115638377,0.800811099695684
"Rothia mucilaginosa",0.675921656826486,0.796966946548541
"Clostridiaceae bacterium Marseille-Q4149",0.0533566783238114,0.236467097116891
"Enterococcus avium",0.773252711896729,0.863696161723487
"butyrate-producing bacterium SS3/4",0.0251523615491498,0.224141474181326
"Clostridiales bacterium CCNA10",0.00569889131860454,0.202051601295979
"Blautia sp. NBRC 113351",0.0231624927371995,0.224141474181326
"Bacteroides stercoris",0.0306491436358675,0.224141474181326
"Pseudobutyrivibrio xylanivorans",0.102324825870631,0.273333438969494
"Bacteroides sp. CACC 737",0.051427060981044,0.232556264557779
"Bacteroides sp. HF-162",0.134367926903332,0.299448522813139
"Saccharomyces cerevisiae",0.216792917066796,0.389627823299772
"CrAssphage sp. C0531BW4",0.080293705042145,0.251683433821041
"Citrobacter portucalensis",0.119274773521076,0.293365636287088
"Bacteroides heparinolyticus",0.0712626283097506,0.251683433821041
"Phascolarctobacterium faecium",0.0196958201766258,0.224141474181326
"Limosilactobacillus reuteri",0.542294373853503,0.695706598035744
"CrAssphage sp. C0521BW15",0.124416962576267,0.293365636287088
"Schaalia odontolytica",0.48516023719843,0.643579906487713
"Streptococcus agalactiae",0.796321719026006,0.871664071022981
"Faecalibacterium sp. I4179",0.188665611590732,0.363413247987258
"Mammaliicoccus sciuri",0.608069865480906,0.750465973220105
"Veillonella sp. S12025-13",0.9709906123449,0.983600880037691
"Streptococcus gordonii",0.220733383821078,0.393086847900549
"Bacteroides helcogenes",0.0799062219468141,0.251683433821041
"Lacrimispora sphenoides",0.0819686219114588,0.251683433821041
"Paraclostridium bifermentans",0.0241909177114474,0.224141474181326
"CrAss-like virus sp.",0.00751535509646742,0.210031304931322
"Clostridium butyricum",0.08080922975912,0.251683433821041
