"","PreTtest_p","PreTtest_adj_p"
"[Ruminococcus] torques",0.713352980088897,0.997478696793346
"Clostridium chauvoei",0.882154410973491,0.997478696793346
"Wujia chipingensis",0.475059590416728,0.997478696793346
"Streptococcus infantarius",0.18767265823093,0.997478696793346
"Schaalia meyeri",0.624584738758254,0.997478696793346
"Christensenella sp. Marseille-P3954",0.5758489588464,0.997478696793346
"Coprobacter secundus",0.132507205358476,0.997478696793346
"Monoglobus pectinilyticus",0.774742289103522,0.997478696793346
"CrAssphage GF1-2_000079F",0.205293515881561,0.997478696793346
"Faecalibacterium sp. I3333",0.625120637613034,0.997478696793346
"Blautia obeum",0.835064178914907,0.997478696793346
"Paeniclostridium sordellii",0.813025383500692,0.997478696793346
"Enterocloster bolteae",0.517290646686971,0.997478696793346
"Coprococcus comes",0.931038244119294,0.997478696793346
"Serratia marcescens",0.762359707439247,0.997478696793346
"Blautia wexlerae",0.969743943812891,0.997478696793346
"Erysipelotrichaceae bacterium I46",0.625184462673968,0.997478696793346
"Clostridium novyi",0.888763001599738,0.997478696793346
"Ruminococcus sp. FMBCY1",0.636758271378123,0.997478696793346
"Streptococcus oralis",0.732707956709346,0.997478696793346
"Clostridium baratii",0.794395027436407,0.997478696793346
"Butyrivibrio proteoclasticus",0.815361474910296,0.997478696793346
"Enterococcus casseliflavus",0.595452777137805,0.997478696793346
"Streptococcus equi",0.578012018259232,0.997478696793346
"Prevotella intermedia",0.169959688918017,0.997478696793346
"Phocaeicola dorei",0.508406129862414,0.997478696793346
"Actinomyces naeslundii",0.945804509323338,0.997478696793346
"Blautia massiliensis",0.85510200455453,0.997478696793346
"Streptococcus rubneri",0.850928866500622,0.997478696793346
"Turicibacter sp. H121",0.287899446418958,0.997478696793346
"Streptococcus ilei",0.930288150768816,0.997478696793346
"Anaerotruncus colihominis",0.234395615905211,0.997478696793346
"Romboutsia ilealis",0.736942356652554,0.997478696793346
"Ruthenibacterium lactatiformans",0.553347111003947,0.997478696793346
"Parabacteroides johnsonii",0.0530350705172551,0.997478696793346
"Megasphaera stantonii",0.680706815225692,0.997478696793346
"Streptococcus gallolyticus",0.07947761249879,0.997478696793346
"Bacillus cereus",0.668899119121417,0.997478696793346
"Acidaminococcus intestini",0.784470730254976,0.997478696793346
"Massilistercora timonensis",0.577822957626938,0.997478696793346
"Ruminococcus sp. SR1/5",0.827044496971618,0.997478696793346
"Gemella haemolysans",0.248999806037562,0.997478696793346
"Eggerthella guodeyinii",0.59884448353267,0.997478696793346
"Clostridium pasteurianum",0.995944713944546,0.997478696793346
"Sellimonas intestinalis",0.914840160542088,0.997478696793346
"Alistipes onderdonkii",0.468240936819303,0.997478696793346
"Erysipelotrichaceae bacterium 66202529",0.937996248710818,0.997478696793346
"Streptococcus sp. HSISM1",0.461172810327142,0.997478696793346
"CrAssphage sp. C0526BW15",0.213630082854033,0.997478696793346
"Eubacterium sp. c-25",0.496176263622925,0.997478696793346
"Alistipes dispar",0.0536930555515068,0.997478696793346
"Lacticaseibacillus paracasei",0.314474154041083,0.997478696793346
"Solibaculum mannosilyticum",0.415304315952696,0.997478696793346
"Blautia sp. SC05B48",0.864603231406641,0.997478696793346
"Staphylococcus epidermidis",0.359197471683805,0.997478696793346
"Buchnera aphidicola",0.702287956104956,0.997478696793346
"Lachnospiraceae bacterium GAM79",0.650394673608635,0.997478696793346
"Tissierella sp. JN-28",0.632581452606363,0.997478696793346
"Streptococcus equinus",0.90152541447775,0.997478696793346
"[Clostridium] symbiosum",0.745864733377708,0.997478696793346
"Lactococcus garvieae",0.0638965671819485,0.997478696793346
"Faecalibacillus intestinalis",0.822409948479375,0.997478696793346
"Blautia argi",0.615866349911977,0.997478696793346
"Klebsiella michiganensis",0.962380939738216,0.997478696793346
"Bacteroides sp. A1C1",0.144101998715817,0.997478696793346
"Bacteroides luhongzhouii",0.477748912872031,0.997478696793346
"Streptococcus mutans",0.294863280861657,0.997478696793346
"Catenibacterium sp. co_0103",0.346724634920316,0.997478696793346
"Enterococcus lactis",0.310868655464351,0.997478696793346
"Pseudomonas aeruginosa",0.205598936780217,0.997478696793346
"uncultured Clostridia bacterium",0.641942767130742,0.997478696793346
"Terrisporobacter glycolicus",0.547038320194265,0.997478696793346
"Bifidobacterium bifidum",0.401244851234203,0.997478696793346
"Dysosmobacter sp. Marseille-Q4140",0.799677416440235,0.997478696793346
"Lactobacillus delbrueckii",0.197645730174275,0.997478696793346
"Bacteroides nordii",0.124768274992958,0.997478696793346
"Veillonella parvula",0.0795082446538883,0.997478696793346
"Clostridium cadaveris",0.957214692640546,0.997478696793346
"Herbinix luporum",0.786712085462599,0.997478696793346
"Parvimonas micra",0.247868086293417,0.997478696793346
"Lactobacillus acidophilus",0.971093959267098,0.997478696793346
"Streptococcus suis",0.807826333408145,0.997478696793346
"Streptococcus sp. A12",0.798391729774349,0.997478696793346
"Bacteriophage sp.",0.376386853823046,0.997478696793346
"Enterococcus faecium",0.786347807064746,0.997478696793346
"Actinomyces oris",0.895332828297886,0.997478696793346
"Clostridium manihotivorum",0.608102521445939,0.997478696793346
"Enterocloster clostridioformis",0.997478696793346,0.997478696793346
"Faecalitalea cylindroides",0.75984168042145,0.997478696793346
"Citrobacter freundii",0.624643196237452,0.997478696793346
"Lactobacillus gasseri",0.710127870305211,0.997478696793346
"Butyricimonas faecalis",0.564285626139977,0.997478696793346
"Bacteroides intestinalis",0.582061829556239,0.997478696793346
"Gemella sanguinis",0.518625070192507,0.997478696793346
"Pusillibacter faecalis",0.503231745422735,0.997478696793346
"Actinomyces sp. oral taxon 171",0.528262602499287,0.997478696793346
"Clostridium perfringens",0.831206457289934,0.997478696793346
"Clostridioides sp. ES-W-0016-02",0.666266139033986,0.997478696793346
"Bacteroides ovatus",0.562224952980936,0.997478696793346
"Cutibacterium acnes",0.545053425667813,0.997478696793346
"Alistipes finegoldii",0.358260655249347,0.997478696793346
"Klebsiella quasipneumoniae",0.586218955640704,0.997478696793346
"Anaerocolumna cellulosilytica",0.894029732285891,0.997478696793346
"Clostridium sp. DL-VIII",0.225993596950724,0.997478696793346
"Streptococcus cristatus",0.216653285171698,0.997478696793346
"Candida albicans",0.988647114539599,0.997478696793346
"Streptococcus sp. FDAARGOS_192",0.434316505911755,0.997478696793346
"Blattabacterium cuenoti",0.50022216464261,0.997478696793346
"Rothia dentocariosa",0.888560249017047,0.997478696793346
"Clostridium sp. M62/1",0.298113664857905,0.997478696793346
"Lactococcus raffinolactis",0.593185343046173,0.997478696793346
"Eubacterium sp. MSJ-33",0.366544578334491,0.997478696793346
"[Eubacterium] siraeum",0.771383911594658,0.997478696793346
"Clostridium botulinum",0.912170532199264,0.997478696793346
"Clostridium argentinense",0.752712065904735,0.997478696793346
"Streptococcus intermedius",0.787389364456105,0.997478696793346
"Coprococcus sp. ART55/1",0.74975181473824,0.997478696793346
"Blautia pseudococcoides",0.15479733894573,0.997478696793346
"Priestia megaterium",0.744224997795383,0.997478696793346
"Lacrimispora saccharolytica",0.881633449338346,0.997478696793346
"Clostridium kluyveri",0.882413756021713,0.997478696793346
"Lancefieldella parvula",0.0913407970492936,0.997478696793346
"Faecalibacterium prausnitzii",0.759344169640681,0.997478696793346
"Streptococcus koreensis",0.819966186796985,0.997478696793346
"Butyricimonas virosa",0.734430157365388,0.997478696793346
"Levilactobacillus brevis",0.631648170420455,0.997478696793346
"Parabacteroides goldsteinii",0.35056465385355,0.997478696793346
"Paenibacillus polymyxa",0.637481946801363,0.997478696793346
"Morganella morganii",0.677475339587839,0.997478696793346
"Clostridium isatidis",0.740793074487443,0.997478696793346
"Campylobacter jejuni",0.650410604372016,0.997478696793346
"Clostridium beijerinckii",0.790899825853232,0.997478696793346
"Barnesiella viscericola",0.0464045186954514,0.997478696793346
"Blautia producta",0.776503314687745,0.997478696793346
"Klebsiella variicola",0.968477760718996,0.997478696793346
"Faecalibacterium sp. I3389",0.38137929351036,0.997478696793346
"Enterococcus hirae",0.30928338281859,0.997478696793346
"Faecalibacterium sp. I4384",0.40087474805106,0.997478696793346
"Actinomyces graevenitzii",0.872006094591903,0.997478696793346
"Bifidobacterium longum",0.495751639109992,0.997478696793346
"Clostridium sp. C5S11",0.444437753851818,0.997478696793346
"Alistipes indistinctus",0.0999247875971824,0.997478696793346
"Bacteroides sp. CBA7301",0.255152477374991,0.997478696793346
"Intestinimonas butyriciproducens",0.487234109954659,0.997478696793346
"Clostridium saccharobutylicum",0.680773066706015,0.997478696793346
"Lactococcus cremoris",0.0916897704290832,0.997478696793346
"Gordonibacter urolithinfaciens",0.250702130485845,0.997478696793346
"Bifidobacterium breve",0.979200565208445,0.997478696793346
"Roseburia sp. NSJ-69",0.643854016842267,0.997478696793346
"Clostridium bornimense",0.888402690891816,0.997478696793346
"Escherichia fergusonii",0.569546611793487,0.997478696793346
"Eubacterium limosum",0.314999002207988,0.997478696793346
"Streptococcus sp. oral taxon 431",0.328996932292678,0.997478696793346
"Streptococcus constellatus",0.737813790800176,0.997478696793346
"Adlercreutzia equolifaciens",0.472508001261769,0.997478696793346
"Phocaeicola salanitronis",0.0242849751486256,0.997478696793346
"Clostridium intestinale",0.505068140214078,0.997478696793346
"Granulicatella adiacens",0.114650058033153,0.997478696793346
"Bacillus thuringiensis",0.172418868433689,0.997478696793346
"Anaerocolumna sedimenticola",0.905971238484563,0.997478696793346
"Alistipes shahii",0.147023428963607,0.997478696793346
"Streptococcus anginosus",0.465600034316402,0.997478696793346
"Bifidobacterium pseudocatenulatum",0.388278610413339,0.997478696793346
"Streptococcus lutetiensis",0.226469050866837,0.997478696793346
"Coprococcus catus",0.60973810559358,0.997478696793346
"Oscillibacter sp. NSJ-62",0.828598047818393,0.997478696793346
"Eubacterium sp. NSJ-61",0.76306954640879,0.997478696793346
"Odoribacter splanchnicus",0.433121458315978,0.997478696793346
"Cellulosilyticum lentocellum",0.78444471353021,0.997478696793346
"Streptococcus australis",0.839264431488566,0.997478696793346
"Vescimonas fastidiosa",0.486143337352302,0.997478696793346
"Bacteroides uniformis",0.123293317644658,0.997478696793346
"Acinetobacter baumannii",0.944271936654778,0.997478696793346
"Bacteroides sp. KGMB10229",0.111070983101112,0.997478696793346
"Lactobacillus paragasseri",0.400481583234532,0.997478696793346
"Bacteroides sp. M10",0.549960241427361,0.997478696793346
"Ruminiclostridium herbifermentans",0.928263976368574,0.997478696793346
"Faecalibacterium sp. IP329",0.703349594971567,0.997478696793346
"[Clostridium] scindens",0.965096182918276,0.997478696793346
"Bacteroides caecimuris",0.235056564785656,0.997478696793346
"Enterococcus gilvus",0.443979594069799,0.997478696793346
"Faecalicatena sp. Marseille-Q4148",0.845510155204758,0.997478696793346
"Simiaoa sunii",0.585788501750257,0.997478696793346
"Streptococcus sanguinis",0.322999352799377,0.997478696793346
"Prevotella copri",0.538381282830251,0.997478696793346
"Limosilactobacillus oris",0.843102445702161,0.997478696793346
"Granulicatella elegans",0.37946745236996,0.997478696793346
"Streptococcus sp. LPB0220",0.476307749432449,0.997478696793346
"Veillonella dispar",0.12243106951231,0.997478696793346
"Clostridium sporogenes",0.994369403569701,0.997478696793346
"Lachnospiraceae bacterium",0.69478533966615,0.997478696793346
"Klebsiella pneumoniae",0.87330805570627,0.997478696793346
"Terrisporobacter sp. MCA3",0.773370157128004,0.997478696793346
"Flintibacter sp. KGMB00164",0.530313348774579,0.997478696793346
"Bacteroides xylanisolvens",0.495372639820856,0.997478696793346
"Dysosmobacter welbionis",0.300942847757306,0.997478696793346
"Streptococcus dysgalactiae",0.673734595582711,0.997478696793346
"Actinomyces sp. HMT 175",0.790315240333929,0.997478696793346
"Limosilactobacillus fermentum",0.161246204417745,0.997478696793346
"Clostridium neonatale",0.223609888596324,0.997478696793346
"Anaerocolumna chitinilytica",0.818506379527911,0.997478696793346
"Clostridioides sp. ES-S-0054-01",0.560072715037925,0.997478696793346
"Bacillus subtilis",0.589079220372962,0.997478696793346
"Tannockella kyphosi",0.942215297027027,0.997478696793346
"Veillonella nakazawae",0.156626018350152,0.997478696793346
"Lactobacillus johnsonii",0.458051025623617,0.997478696793346
"Vallitalea guaymasensis",0.983264697663901,0.997478696793346
"Lactococcus piscium",0.737890099210802,0.997478696793346
"Mogibacterium diversum",0.473387528594643,0.997478696793346
"Streptococcus vestibularis",0.352724294685413,0.997478696793346
"Lachnoanaerobaculum umeaense",0.927546931178192,0.997478696793346
"Clostridium taeniosporum",0.675346223236084,0.997478696793346
"Latilactobacillus sakei",0.346940976552745,0.997478696793346
"Methanobrevibacter smithii",0.170071006388838,0.997478696793346
"uncultured crAssphage",0.175055388980184,0.997478696793346
"Lactococcus lactis",0.0118142664498733,0.997478696793346
"Haemophilus parainfluenzae",0.564125541157334,0.997478696793346
"Eubacterium callanderi",0.157795769089241,0.997478696793346
"Coprococcus eutactus",0.606693531996897,0.997478696793346
"Flavonifractor plautii",0.480900544208858,0.997478696793346
"Clostridium acetobutylicum",0.976755974579228,0.997478696793346
"Latilactobacillus curvatus",0.501697359146609,0.997478696793346
"Clostridia bacterium UC5.1-1D4",0.936460853385406,0.997478696793346
"Longicatena caecimuris",0.627513744578002,0.997478696793346
"Staphylococcus haemolyticus",0.917039204327553,0.997478696793346
"Actinomyces pacaensis",0.340485148660435,0.997478696793346
"Streptococcus pneumoniae",0.166530577689069,0.997478696793346
"Bifidobacterium adolescentis",0.953001744107605,0.997478696793346
"Phocaeicola coprophilus",0.209090976754845,0.997478696793346
"Romboutsia sp. CE17",0.93223939727242,0.997478696793346
"Bacillus mycoides",0.413240148370429,0.997478696793346
"Clostridium cellulovorans",0.972423448856683,0.997478696793346
"Streptococcus parasuis",0.736297301069099,0.997478696793346
"Butyrivibrio fibrisolvens",0.766104466292881,0.997478696793346
"Alistipes megaguti",0.207262806261038,0.997478696793346
"Lactobacillus helveticus",0.634498715900589,0.997478696793346
"Streptococcus sp. oral taxon 061",0.532937314109432,0.997478696793346
"Bacteroides sp. KGMB07931",0.172431966445715,0.997478696793346
"Acutalibacter muris",0.883710167324517,0.997478696793346
"Streptococcus lactarius",0.499181845869675,0.997478696793346
"Rothia mucilaginosa",0.984895316479241,0.997478696793346
"Clostridiaceae bacterium Marseille-Q4149",0.75021292808171,0.997478696793346
"Enterococcus avium",0.452050683359066,0.997478696793346
"butyrate-producing bacterium SS3/4",0.895745111907038,0.997478696793346
"Clostridiales bacterium CCNA10",0.146656760752873,0.997478696793346
"Blautia sp. NBRC 113351",0.478213147436395,0.997478696793346
"Bacteroides stercoris",0.143729459430513,0.997478696793346
"Pseudobutyrivibrio xylanivorans",0.878792523454684,0.997478696793346
"Bacteroides sp. CACC 737",0.0819145745186043,0.997478696793346
"Bacteroides sp. HF-162",0.135124112063937,0.997478696793346
"Saccharomyces cerevisiae",0.514022266848626,0.997478696793346
"CrAssphage sp. C0531BW4",0.177725327092395,0.997478696793346
"Citrobacter portucalensis",0.761994016935715,0.997478696793346
"Bacteroides heparinolyticus",0.26325534260857,0.997478696793346
"Phascolarctobacterium faecium",0.135972477495948,0.997478696793346
"Limosilactobacillus reuteri",0.589428609968172,0.997478696793346
"CrAssphage sp. C0521BW15",0.250732559504055,0.997478696793346
"Schaalia odontolytica",0.518595360711382,0.997478696793346
"Streptococcus agalactiae",0.509944569891849,0.997478696793346
"Faecalibacterium sp. I4179",0.765371332160133,0.997478696793346
"Mammaliicoccus sciuri",0.765021029066252,0.997478696793346
"Veillonella sp. S12025-13",0.157785101942148,0.997478696793346
"Streptococcus gordonii",0.978917710268494,0.997478696793346
"Bacteroides helcogenes",0.262326642633219,0.997478696793346
"Lacrimispora sphenoides",0.833790315946872,0.997478696793346
"Paraclostridium bifermentans",0.856837670142894,0.997478696793346
"CrAss-like virus sp.",0.0935553573753169,0.997478696793346
"Clostridium butyricum",0.919654709435062,0.997478696793346
