"","PostTtest_p","PostTtest_adj_p"
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified",0.175475466442249,0.505743875579506
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",0.453665362277036,0.649260556119611
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",0.453450769641932,0.649260556119611
"1CMET2-PWY: folate transformations III (E. coli)",0.0575752029643034,0.471674378828062
"1CMET2-PWY: folate transformations III (E. coli)|unclassified",0.047599478748649,0.471674378828062
"PWY-5103: L-isoleucine biosynthesis III",0.108824049605724,0.471674378828062
"PWY-5103: L-isoleucine biosynthesis III|unclassified",0.0780410940680418,0.471674378828062
"PWY66-399: gluconeogenesis III",0.0437242198105908,0.471674378828062
"PWY-6901: superpathway of glucose and xylose degradation",0.121973184941378,0.471674378828062
"GLUCONEO-PWY: gluconeogenesis I",0.86611628129355,0.934719551098979
"DAPLYSINESYN-PWY: L-lysine biosynthesis I",0.322141530810849,0.56679624936919
"P161-PWY: acetylene degradation (anaerobic)",0.2957856531777,0.54955629880175
"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I",0.631688659534911,0.776927242692196
"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified",0.285294471899644,0.549550359288553
"CITRULBIO-PWY: L-citrulline biosynthesis",0.339551002290581,0.581325537952984
"PANTO-PWY: phosphopantothenate biosynthesis I",0.262308655039753,0.53389615863683
"PANTO-PWY: phosphopantothenate biosynthesis I|unclassified",0.102674372973954,0.471674378828062
"PWY0-1061: superpathway of L-alanine biosynthesis",0.665657492856671,0.79441605899318
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation",0.373823649994847,0.609884122878773
"PWY-7242: D-fructuronate degradation",0.713804876811131,0.83661001690767
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.0661603791974489,0.471674378828062
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified",0.14163676022775,0.471674378828062
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",0.696864007220932,0.822651734156118
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.0485295721587033,0.471674378828062
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified",0.0973455809133562,0.471674378828062
"FERMENTATION-PWY: mixed acid fermentation",0.405848063310634,0.622480898453602
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.0433062846351008,0.471674378828062
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.26776443430104,0.53389615863683
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|unclassified",0.176574307610056,0.505743875579506
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)",0.44218212105316,0.642093379268709
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.858333821562042,0.929387945863535
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",0.907698114018298,0.954915604774728
"HSERMETANA-PWY: L-methionine biosynthesis III",0.245351374580774,0.525407794857026
"HSERMETANA-PWY: L-methionine biosynthesis III|unclassified",0.196052356951128,0.508802545420785
"PWY-6168: flavin biosynthesis III (fungi)",0.433185622943429,0.635209411221978
"PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II",0.367712681062593,0.604231390489788
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.773382728703299,0.893625979809112
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",0.398960943914911,0.622480898453602
"HISTSYN-PWY: L-histidine biosynthesis",0.124140757698488,0.471674378828062
"HISTSYN-PWY: L-histidine biosynthesis|unclassified",0.0657710803229432,0.471674378828062
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",0.645928229066328,0.782586733544941
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",0.45468093991251,0.649260556119611
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified",0.847877724302063,0.926697642643001
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)",0.23461173899862,0.517750455653935
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis",0.897276703982658,0.954915604774728
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",0.0313470085027056,0.471674378828062
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",0.538662698619264,0.72486708826543
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I",0.0718458953336396,0.471674378828062
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified",0.185700827722183,0.508802545420785
"P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)",0.675060496245305,0.799799935768894
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)",0.328858521816086,0.568977442507197
"PWY-7345: superpathway of anaerobic sucrose degradation",0.0880463880226651,0.471674378828062
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.195135668691521,0.508802545420785
"NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified",0.129529180206844,0.471674378828062
"PWY-7560: methylerythritol phosphate pathway II",0.362706333892135,0.599015005973375
"PWY3O-4107: NAD salvage pathway V (PNC V cycle)",0.858088203735234,0.929387945863535
"GLYCOCAT-PWY: glycogen degradation I",0.237500209015567,0.517750455653935
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.223544000209712,0.517750455653935
"HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)",0.202644041905608,0.514743742123578
"PWY-5941: glycogen degradation II",0.116589710786682,0.471674378828062
"PWY-5941: glycogen degradation II|unclassified",0.416244306097525,0.627243723934981
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis",0.883134661629574,0.943741942329643
"PWY-5840: superpathway of menaquinol-7 biosynthesis",0.603934739704087,0.765452170090064
"PWY-7392: taxadiene biosynthesis (engineered)",0.532073447297999,0.7189587490349
"PWY-5897: superpathway of menaquinol-11 biosynthesis",0.62761516809911,0.776927242692196
"PWY-5898: superpathway of menaquinol-12 biosynthesis",0.62761516809911,0.776927242692196
"PWY-5899: superpathway of menaquinol-13 biosynthesis",0.62761516809911,0.776927242692196
"GLUTORN-PWY: L-ornithine biosynthesis I",0.0702566572745195,0.471674378828062
"GLUTORN-PWY: L-ornithine biosynthesis I|unclassified",0.111083810508507,0.471674378828062
"PWY-4984: urea cycle",0.0518806357507304,0.471674378828062
"PWY-5913: partial TCA cycle (obligate autotrophs)",0.548081128856306,0.726564434492576
"PWY-6270: isoprene biosynthesis I",0.349228694421862,0.586126833840077
"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis",0.95342919871103,0.978607576125346
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.176849730034782,0.505743875579506
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified",0.100982253519017,0.471674378828062
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",0.148290422358586,0.471674378828062
"PWY-6527: stachyose degradation",0.177008300006827,0.505743875579506
"PWY-6527: stachyose degradation|unclassified",0.323716840987592,0.56679624936919
"PWY-5918: superpathway of heme b biosynthesis from glutamate",0.624704706319209,0.776927242692196
"PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)",0.63674770960706,0.776927242692196
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis",0.17031362727012,0.505743875579506
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified",0.141660102988584,0.471674378828062
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",0.924880983001019,0.966249461473908
"PWY-7238: sucrose biosynthesis II",0.121072385372503,0.471674378828062
"PWY-7238: sucrose biosynthesis II|unclassified",0.431614367096242,0.635209411221978
"GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway",0.182220034955608,0.508802545420785
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I",0.844937982279534,0.926697642643001
"COLANSYN-PWY: colanic acid building blocks biosynthesis",0.237111785469106,0.517750455653935
"PWY-6549: L-glutamine biosynthesis III",0.157223936953333,0.48502101305415
"PWY-6353: purine nucleotides degradation II (aerobic)",0.0517743751519582,0.471674378828062
"SO4ASSIM-PWY: assimilatory sulfate reduction I",0.878889093835098,0.942284372734678
"PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)",0.781471912605467,0.896636194463115
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.14217510665396,0.471674378828062
"PWY1ZNC-1: assimilatory sulfate reduction IV",0.946688546229834,0.977686966908182
"PWY-6731: starch degradation III",0.122318257839353,0.471674378828062
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.246752416016972,0.525407794857026
"PWY-7761: NAD salvage pathway II (PNC IV cycle)",0.253710048081627,0.525407794857026
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",0.766161028283522,0.888420766839403
"PWY-6703: preQ0 biosynthesis",0.615755747255976,0.776927242692196
"PWY0-781: aspartate superpathway",0.907082174542168,0.954915604774728
"PWY-6902: chitin degradation II (Vibrio)",0.418354020237497,0.627531030356245
"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)",0.414239307467177,0.627243723934981
"PPGPPMET-PWY: ppGpp metabolism",0.405109333914184,0.622480898453602
"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)",0.321249390891577,0.56679624936919
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.269887935754646,0.534703459712393
"PWY-5838: superpathway of menaquinol-8 biosynthesis I",0.458782312410024,0.652268765904687
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)",0.0157151906556988,0.471674378828062
"PWY-4041: &gamma;-glutamyl cycle",0.148921090738449,0.471674378828062
"PWY0-1479: tRNA processing",0.41541214882477,0.627243723934981
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis",0.0756494649890521,0.471674378828062
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I",0.480612994571952,0.668767869042673
"SALVADEHYPOX-PWY: adenosine nucleotides degradation II",0.0640714821737422,0.471674378828062
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II",0.398071070329068,0.622480898453602
"PWY-6607: guanosine nucleotides degradation I",0.0152978716502361,0.471674378828062
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.263859103867281,0.53389615863683
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation",0.52882421598537,0.7175332723121
"GALACTUROCAT-PWY: D-galacturonate degradation I",0.134296334227422,0.471674378828062
"P441-PWY: superpathway of N-acetylneuraminate degradation",0.0742021226796317,0.471674378828062
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",0.192683273030269,0.508802545420785
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)",0.344817208190644,0.584283529131737
"METHGLYUT-PWY: superpathway of methylglyoxal degradation",0.828344388684859,0.920511350107912
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)",0.0918383585996366,0.471674378828062
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)",0.10630457656633,0.471674378828062
"PWY-7977: L-methionine biosynthesis IV",0.0501603272635141,0.471674378828062
"PWY-7977: L-methionine biosynthesis IV|unclassified",0.0411064918049625,0.471674378828062
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)",0.122644351185181,0.471674378828062
"PWY-6305: superpathway of putrescine biosynthesis",0.130089452762635,0.471674378828062
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)",0.357832177334736,0.593965086235831
"GALACTARDEG-PWY: D-galactarate degradation I",0.019392703418817,0.471674378828062
"GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation",0.019392703418817,0.471674378828062
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",0.969764984961482,0.978744290377792
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",0.21345122017326,0.515696592778713
"PWY0-1261: anhydromuropeptides recycling I",0.0366112449789009,0.471674378828062
"PWY-6531: mannitol cycle",0.133545510375991,0.471674378828062
