"","Ciprofloxacin","Augmentin","Metronidazole","Ceftriaxone","Vancomycin","Cefepime","Azithromycin","Trimethoprim-Sulfamethoxazole","Penicillin","Levofloxacin","trimethoprim-sulfamethoxazole","Dapsone","Amoxicillin","Trimethoprim-sulfamethoxazole","Cefdinir","Metronidzole","Piperacillin-tazobactam","Trimethprim-sulfamethoxazole","Ceftazidime","TMP-SMX","Cefuroxime","Cephalexin","Pentamidine","Pencillin","Doxycycline","Meropenem","Daptomycin","Sulfamethoxazole","Cefazolin","Aztreonam"
"poxtA",0.665650504606934,0.982618701579779,0.243289556548364,0.477238683923728,0.00569191690485654,0.0679489544473443,0.927459811777775,0.306414206397525,0.55333486497435,0.27030924662916,1.3390822789893e-45,0.4665136525873,0.741843486571363,NA,NA,NA,0.00028414257127898,0.366353076478461,1.3390822789893e-45,0.0153241672729674,0.112944550041532,0.169974288506847,0.103964382871768,NA,0.698561876445675,0.52708058993279,0.165474366308677,0.812393449837183,0.483106568651947,NA
"mtrD",0.316782215759321,0.0591291559132865,0.168856895902372,0.618286106320415,0.189761887320093,0.223039565359867,6.46229063902617e-13,0.801614627157772,0.801614627157772,0.660914528028434,0.698878560214257,0.213757099131702,0.0044485209990269,NA,NA,NA,0.231526969515225,6.35688139726126e-13,6.46229063902617e-13,0.0439948970410306,6.25200340419181e-13,0.97553137947164,6.46229063902617e-13,NA,0.574830083725903,0.899545677501651,0.957826073284784,0.783902172553234,0.626448720600446,NA
"tet(32)",0.2497907331063,0.502164124747132,0.802611472745444,0.243370273934947,0.206533095438132,0.234523165765381,0.515949718999574,0.0755381331386792,0.0250334808790314,0.181757292427805,2.10708819920468e-53,0.293608673849002,0.64750259498673,NA,NA,NA,0.221849012408866,0.588784500556037,0.308373340095909,0.565235881818702,0.0848738373693272,0.615045049937088,0.273600951334483,NA,0.479355192208319,0.814070347979722,0.571646211366911,0.627667818938665,0.00104814060694319,NA
"CfxA3",0.525758968868911,0.0723654234351963,0.767460112300677,0.508505120412471,0.70069754730722,0.913407325553795,5.28023396296071e-17,0.988680379783555,0.988680379783555,0.657937734025378,0.0911150396240744,0.0232758327146462,0.123677068405734,NA,NA,NA,0.570592940822709,5.11558452454841e-17,5.28023396296071e-17,0.0587312356858534,0.685859885801747,0.224289417496774,0.435627528559487,NA,0.0782207649672931,0.549375969013318,0.476343118042232,0.59403440558848,0.294855365577311,NA
"BlaB-38",0.357847541738203,0.17563330576378,0.192909233311455,0.00445327222844031,0.0105273965143795,0.0700563508834467,0.17619245218863,0.338814461159928,0.572444700615907,0.102832262528309,0.289921457236869,0.471476764216648,0.296011151360452,NA,NA,NA,0.0109075248316231,0.824989389128253,0.428743042927206,0.807301709837937,0.560003916221375,0.142220724393901,0.054386155079717,NA,0.399926783385368,0.0235967706400345,0.036531536333913,0.837080874431507,0.638669398334606,NA
"vanS gene in vanA cluster",0.163078454312139,0.881518612390118,0.0507772165540437,0.540874717968807,0.000203692037221979,0.000729273845616797,0.108853173017103,0.897300939884391,0.897300939884391,0.538935980757681,0.964373227467845,0.0228570437641184,0.558229350802939,NA,NA,NA,0.00496170219523858,0.000271227092199877,0.000115967253259397,0.706210771365774,0.73191409962685,0.470765120582585,0.939339577817103,NA,0.0824017063660078,0.285510514715729,0.0356679714040404,0.42227714039265,0.0941276274413156,NA
"baeS",0.126122479032418,0.556556830055004,0.939712501349984,0.332372099904127,0.294912947020979,0.0127613240437699,0.968867255765717,0.0623995437110241,0.3302473409707,0.592687788235553,1.9604888369408e-25,0.548138742187155,0.280829682949601,NA,NA,NA,0.983866703220703,0.72580547001104,0.936988788939608,0.919056316484541,0.443630646745026,0.90553426041225,0.544236751623555,NA,0.890669365697727,0.986065299605283,0.388536811695304,0.933079248662022,2.12549989696691e-25,NA
"H-NS",8.33095153229714e-05,4.26432616667425e-21,0.275745075450289,0.561448774937971,0.636035143746098,0.39754560603519,4.26432616667425e-21,0.0792396266754628,0.986290913122476,0.935355272092478,4.26432616667425e-21,0.0855856479881019,0.0891375518631315,NA,NA,NA,0.267656109805711,4.0453823227389e-21,4.26432616667425e-21,0.0118490376680989,0.00258773629261422,0.438902503543824,0.434009691972961,NA,3.4392131148787e-21,0.630353011711521,0.108929058606574,0.544605604327125,4.49206981924497e-21,NA
"SHV-43",0.10075942428747,0.658750707824456,2.52833947416798e-05,0.140929951338604,0.00561796570189667,0.0458695301133107,4.4526154462723e-13,0.72844857567249,4.52783814962958e-13,0.759430442096968,4.4526154462723e-13,0.231582142972953,0.344972743379596,NA,NA,NA,0.0777903008560824,4.37779779338344e-13,4.4526154462723e-13,0.0901188399152219,4.30339253595681e-13,0.720889219178545,0.424810937447942,NA,0.0917118148405241,0.77244946925968,0.265205299325772,0.593312112044402,0.617975725298871,NA
"cpxA",0.0753241188509975,0.929845054806686,0.677887207601082,0.413329817598718,0.404340269897117,0.243000107712683,0.698186049680568,0.519784999223397,0.48809919489653,0.113814933498111,0.819712534205197,0.480818017139943,0.516345278212424,NA,NA,NA,0.680475481802559,0.382187931246131,0.660616905091013,0.971223772799852,0.746355821188543,0.279252937547846,0.692898629321446,NA,0.0432607196027381,0.786085250089003,0.63536430812149,0.168476524035272,0.474502593561079,NA
"fexA",0.578275191226557,0.859123103362513,0.522790433240441,0.339928011904212,0.891715328012439,0.72136363838253,0.771367682320709,0.923598109333131,0.66958905964921,0.29460999735223,0.397191313606481,0.566028532805341,0.34042213963951,NA,NA,NA,0.188449427665304,0.38905698887637,0.545347298039994,0.472339452467637,0.318122523136206,0.507049650619338,0.683150413694247,NA,0.428109657841588,0.895862254574583,0.791315275217068,0.268966223156325,0.407355314137318,NA
"TaeA",0.467889186868435,5.99842643655634e-15,0.490798087274517,0.052922380469798,0.014906477091571,0.241637503668365,5.99842643655634e-15,0.25897346338507,0.166872685210436,0.187014088314559,5.99842643655634e-15,0.341444981092107,0.3824596287288,NA,NA,NA,0.00136267516931638,0.851866894759817,0.724448636116573,0.881807085700864,5.72334772480404e-15,5.86008802912008e-15,0.834138025223997,NA,0.32741162971125,0.857083815535676,0.385773723619122,0.899149636711493,6.13835293993829e-15,NA
"emrR",1.22285227799918e-05,9.55701718391116e-24,0.0338966735905823,0.107736870887854,0.0652593696078147,0.0231885820386462,9.55701718391116e-24,0.0930669041340719,3.81473760235125e-10,0.599725749669532,9.55701718391116e-24,0.473587152927197,0.0373604911857451,NA,NA,NA,0.826911490291808,8.91382917146797e-24,9.55701718391116e-24,0.0245559005855341,0.00339135446717976,0.92573094978713,0.799375011379699,NA,0.635054971081558,0.353606588461566,0.276400730051062,0.266252563433265,1.02370366819748e-23,NA
"Bifidobacterium bifidum ileS conferring resistance to mupirocin",0.857709906189422,2.45236095788643e-20,0.146969446908559,0.370689045302423,0.252620409305959,0.0781177199603645,2.45236095788643e-20,0.990257660904432,0.839059359281879,0.278880104906631,2.45236095788634e-20,0.968626192016105,0.00391191533445252,NA,NA,NA,0.417127742799537,0.156132675165248,0.000184732693887298,0.269066820389923,0.338997349081607,0.788601050760589,2.45236095788634e-20,NA,0.912831995731569,0.951166535525569,0.718393284244865,0.108562201454214,0.396636294456527,NA
"nimJ",0.00883462329516313,0.884604993531241,0.500353687581147,0.0765142831022395,2.71809036572655e-07,4.19624366729368e-05,0.309351916271381,0.264524246967578,0.125469685479313,0.0303270748026556,7.85583350432175e-30,0.0118908690217021,0.486936646109954,NA,NA,NA,0.00810331568119961,0.257975118286424,7.85583350432175e-30,0.0199324900528215,0.185831504271066,0.804358916567138,0.740174729177174,NA,0.621805423083782,0.551513009454959,0.176094473974818,0.820439369790143,0.102618912980855,NA
"eptA",0.264202265897863,0.867865682295895,0.477173506759782,0.646821506289057,0.658672439971048,0.490675337107713,1.37377650309745e-22,1.46034058804319e-22,1.46034058804319e-22,0.96002506203303,0.794322390856996,0.327596574744472,0.894585362941743,NA,NA,NA,0.521316516141923,0.86461094471389,0.919411740922491,0.837125835041762,1.21274443088616e-22,0.76834707897524,0.564403556660645,NA,1.0669541860464e-22,0.691932894077908,0.950430420610402,0.547209463600298,1.46034058804319e-22,NA
"kdpE",0.0811346775277781,2.46787017798119e-22,0.807709205438398,0.200106194282609,0.989887795188062,0.677535717134532,0.839515768046267,0.0845842844187485,6.45558694828476e-13,0.603782606348421,0.987910894528624,0.205688907954918,0.0170785292194329,NA,NA,NA,0.518257875083405,0.50728110104148,0.849755713956849,0.382930192148556,0.805772907247603,0.379065111221013,0.69938798274936,NA,0.670591635238408,0.684247426377646,0.155549385284658,0.327200301550874,2.61916141850501e-22,NA
"Escherichia coli mdfA",0.0142312196515808,0.85364007511592,0.382150966651587,0.221302435368426,0.758776869001057,0.722926947787095,0.576568734418032,0.158375185808477,0.330541629386452,0.295530271941443,0.904292423458024,0.50405729787782,0.262909541204629,NA,NA,NA,0.512785008340455,9.77267191790121e-28,1.08030486199324e-27,0.140403725369035,0.168462524671811,0.655174677202469,0.957165858699722,NA,7.170355479396e-28,0.862116348710511,0.279294650392663,0.490971366786024,1.19249669570166e-27,NA
"rsmA",0.00145313168255951,0.985661090818432,0.402011140869395,0.724859603084992,0.952984975790165,0.528225063809086,1.33521648277597e-19,0.0758632797817024,8.17178505951686e-16,0.844407041661921,1.33521648277597e-19,0.212376236282798,0.0689597712406723,NA,NA,NA,0.217633220700756,1.27733501817382e-19,1.33521648277597e-19,0.0019875173006973,0.0586182398438094,0.536123786342337,0.422257769540084,NA,0.423869293014964,0.272329125981108,0.132199062753695,0.174428316418775,1.39494286057537e-19,NA
"vanH gene in vanA cluster",0.0116537980860435,0.8642763925857,0.440773704961494,0.175035577007386,0.00380255740650746,0.0122256914348557,0.108830454804178,5.25813347967143e-28,5.25813347967143e-28,0.503652749723072,0.617479082415836,0.739584677461143,0.11639217067447,NA,NA,NA,0.00202374949638857,0.000264357447066673,0.000110719662935978,0.565003386182734,0.919564227647377,0.563895627706163,0.684806778004112,NA,0.0718048872830255,0.689361875937761,0.243841193957742,0.670094696427412,0.289378436214449,NA
"farB",0.863116323566976,0.923054858457692,0.00212397768217735,0.622636997385289,2.29800000312381e-05,0.000711802246427369,0.939879375154509,0.858189030403471,2.9381420514591e-17,0.53718001682668,2.84425285998662e-17,0.6236064791081,0.247381775775592,NA,NA,NA,0.00663671059681691,2.75226561665183e-17,2.84425285998662e-17,0.796393095623142,0.847409819915466,0.739024732324272,0.552760871902438,NA,0.320728500038865,2.57396001585624e-17,1.93476479437666e-17,0.582200911231919,0.750038854333707,NA
"tet(M)",0.129569433523032,0.955706962774628,0.509842935650055,0.26291358420418,0.00822163986554241,0.00153114838685118,0.638008858981339,0.0186067128684999,0.216698605832282,0.102562313022414,0.58627403919655,0.0965255245275642,0.0646486557636628,NA,NA,NA,0.148494826296606,0.0889360573202167,0.210396862695876,0.676689246545915,0.640082310248235,0.0199998616457113,0.530960256889308,NA,0.539189286433659,0.535600010503038,0.229847537511823,0.0938907772743945,0.439410891360323,NA
"TolC",0.474158100796856,0.535272409017795,0.685440297086558,0.653583471935301,0.952569555377911,0.265073449700746,0.490550421834369,0.16553465940123,0.646075939049475,0.41953213871449,0.969090211703466,0.78699040397481,0.236830202244424,NA,NA,NA,0.949554580894573,8.15870042924717e-27,8.9497084690932e-27,0.900346122784366,0.355918583494891,0.131675922192831,0.85122618705487,NA,0.755009239491843,0.00134217382221275,0.841716816723823,0.139601421679113,0.629976892267349,NA
"Escherichia coli acrA",0.0101210508350368,0.770510687116938,0.389328988748158,0.334947658201809,0.737961090134013,0.552797752147763,0.91672898636915,0.0987792386807148,1.49302760952932e-09,0.319469830284328,0.308418099151525,0.173345624555672,0.0662116564645667,NA,NA,NA,0.41490593650975,0.180590911073028,0.38420478235152,0.000343382637512613,0.415400340380425,0.996443282411301,0.0918022530651623,NA,0.878060351501721,0.729808248960052,0.296193836900714,0.144070283032476,0.833611310029659,NA
"PDC-402",0.0160842036286676,0.760840041444139,0.228063966724283,0.0144379072244181,0.701858015978422,0.813586311522777,3.08877543622317e-20,3.2379807625864e-20,0.705588595170345,0.195979621111376,3.08877543622317e-20,0.421381344703,0.822072532363483,NA,NA,NA,0.000640335568376539,2.94465724131442e-20,3.08877543622317e-20,0.0689182058303475,0.202313229333105,0.891476316401393,0.456234632006832,NA,0.358895108096127,0.322598738094246,0.679544790517136,0.119480848021327,0.333350408997845,NA
"tet(W)",6.617096040338e-06,0.925591578921895,0.246522606974598,0.669236579741552,0.0005751042437347,0.00215794354996204,0.774461141531654,0.0342450738992508,0.268116814998487,0.341483695796094,0.570474715034651,0.0532758078968734,0.418360582084215,NA,NA,NA,0.271828452070377,0.204510403010073,0.365270532590138,0.00588000259607486,0.93444468118969,0.0242299832285127,0.460434105938573,NA,0.346674856818929,0.512795010801811,0.220840561385798,0.624943774127601,0.526736176917983,NA
"vanX gene in vanD cluster",0.36807134395539,7.34795251913208e-16,0.966857075332085,0.989429917069151,0.124797340708728,0.00715166957865866,0.65438780659144,0.115137550983363,0.737865645391421,0.894506986304616,7.34795251913208e-16,0.93118274565943,0.420491072774769,NA,NA,NA,0.0343939490286997,7.153214182094e-16,7.34795251913208e-16,0.155918445736995,6.96137545449098e-16,0.361305196410498,0.989125602743776,NA,0.866930841041889,0.947928572695929,0.32488344359368,0.607368458433437,7.54558507704298e-16,NA
"Streptomyces rimosus otr(A)",0.396859521877955,0.351615122508762,0.48345252595646,0.309214763498011,0.0174599777719398,0.107771323023812,0.875117221894444,4.21533229065219e-14,0.843777113446946,0.17733531011298,4.13146324513076e-14,0.23079956495664,0.358162257171082,NA,NA,NA,0.0278948303151179,0.113244715911481,0.256148901991988,0.467002771199786,0.929771678779108,0.442546565558684,0.795877102880182,NA,0.611266915963948,3.88418761483934e-14,3.25789514979173e-14,0.00205779656221821,4.21533229065219e-14,NA
"APH(3'')-Ib",0.373178700175229,0.977002760612576,0.623242788015574,0.190212800519782,0.365688111639791,0.6462960622153,0.752154725889756,0.115286686516027,0.72569999054469,0.190614005319326,7.66467851843899e-17,0.929729961093991,0.615378451845373,NA,NA,NA,0.445029081311001,0.921008701193187,0.7702532967967,0.945602173697913,7.20159889740253e-17,0.409179589976593,0.559899229337416,NA,6.75601973422862e-17,0.0502404689366468,0.493943355498542,0.429856543534599,7.90281335201176e-17,NA
"oleB",0.585023083796326,0.350136599526969,0.0282331819090994,0.824123767605409,0.0268423733549124,0.0711940009007647,2.79627654986747e-14,0.880445208934551,3.85481383932839e-18,0.617846141368105,2.79627654986747e-14,0.277619875413892,0.62103534722553,NA,NA,NA,0.50428382228995,0.349042315910493,0.28190968831366,0.916981039486945,0.564860457504818,0.459390705469403,2.79627654986747e-14,NA,0.679315088073613,0.435836089618405,0.0509948851921157,0.241556180479002,0.656611497412486,NA
"tetB(46)",0.346380142000229,0.534064662556203,0.0232358845795341,0.0203516562768444,0.00290880608429509,0.00317683076993699,0.993198453334061,0.181348558761499,0.832438671226754,0.928205242722343,1.96101111695761e-48,0.27142419054523,0.244110355132619,NA,NA,NA,0.751502750709606,0.00411142966885958,0.00130826379979966,0.700569042547273,0.506812271120591,0.30026943340862,0.794889992499861,NA,0.623539018667206,0.174430962884041,0.0703682602817817,0.7768914983499,0.157505129144294,NA
"mdtG",0.0214978339867104,0.788508921763622,0.294519375340477,0.250263396716953,0.132805685987926,0.0423888515933142,0.516152090055712,0.166703434969685,0.949111873066042,0.963655358958369,0.737049616957581,0.886501471666731,0.0321998340074161,NA,NA,NA,0.257666292249172,0.77061684038151,0.989608221758048,0.239344321097245,0.41134869839582,0.915039927951839,0.145387172773842,NA,0.786665592381874,0.468986625783204,0.943664113544117,0.640736030305031,0.960064020080042,NA
"vanR gene in vanE cluster",0.124058130899334,0.656028018042078,0.599662830718441,0.0440216303744276,0.535502094109844,0.238556391566773,3.02361451111734e-12,3.06716097075917e-12,3.06716097075917e-12,0.805710340024159,0.0436910274006156,0.00204285635499168,0.784143993133343,NA,NA,NA,2.02814904314836e-12,2.98020170152886e-12,3.02361451111734e-12,0.649868175131648,2.93692642330584e-12,0.12100477737988,0.851054350949862,NA,2.8508042362577e-12,2.89379260776544e-12,2.55430299170274e-12,1.98641202894935e-05,3.06716097075917e-12,NA
"mdtC",0.285833333402215,0.864985053618767,0.805403050869972,0.639242926056917,0.844735221370795,0.606756701547063,0.195282379524214,0.390737058293783,0.924015300002032,0.833755415631513,0.90681082917895,0.362005222786452,0.989709872510378,NA,NA,NA,0.461124224558426,0.219996616200228,0.463488983551626,0.127314707508204,0.000738162751994841,0.426176524912555,0.891908515851275,NA,0.348800359709032,0.79747279270409,0.477283204909174,0.805933997637969,0.671513989390906,NA
