"","Ciprofloxacin","Augmentin","Metronidazole","Ceftriaxone","Vancomycin","Cefepime","Azithromycin","Trimethoprim-Sulfamethoxazole","Penicillin","Levofloxacin","trimethoprim-sulfamethoxazole","Dapsone","Amoxicillin","Trimethoprim-sulfamethoxazole","Cefdinir","Metronidzole","Piperacillin-tazobactam","Trimethprim-sulfamethoxazole","Ceftazidime","TMP-SMX","Cefuroxime","Cephalexin","Pentamidine","Pencillin","Doxycycline","Meropenem","Daptomycin","Sulfamethoxazole","Cefazolin","Aztreonam"
"adeF",0.820064283200207,0.965675717558559,1.94981997821936e-05,0.0721867291699795,0.993590667029657,0.280843642539676,0.440757668215652,0.811396149457427,0.999055777951197,0.674955103394848,0.0858225342259421,0.798033431573653,0.506891950059501,NA,NA,NA,0.0090214836769776,0.153889532443786,8.06077386078934e-15,0.178046714690335,0.106086409720692,0.99857704678188,0.954841260564333,NA,0.950121539666241,0.964693334595587,0.316681763356163,0.282508295378683,0.508335848741938,0.396391320144901
"emrA",0.156282816742321,0.965675717558559,0.982141487691392,0.778449622000756,0.746409079678524,0.477683150934011,0.0249969577817047,0.236384705371603,0.999055777951197,0.827649381615537,0.981266652245924,0.814695073119174,0.312203737323535,NA,NA,NA,0.285481543458465,0.959108102443326,2.02897840403716e-27,0.852661140065495,0.131736198066263,0.99857704678188,0.545866433208775,NA,0.950121539666241,0.993130525893736,0.91569430816996,0.967547944734566,0.966644224679089,3.0196018624644e-27
"MuxC",0.433345683031367,0.965675717558559,0.704152750952008,0.867768871922759,0.10706823057289,0.280843642539676,0.290991344725552,1.30049760599542e-19,1.51724720699469e-19,0.564236861201418,0.848935061252236,0.986001661377053,0.940545276140037,NA,NA,NA,0.0305733155486187,0.747380080180818,0.839824709571532,0.890649344001165,2.34248952987952e-19,0.99857704678188,0.912341654359765,NA,0.196188948775353,0.444366151476849,0.659281203199937,0.234432953612966,0.614932437058695,0.403291623874706
"emrK",0.444064634931966,0.965675717558559,0.98269967876395,0.55716849924885,0.999247176610695,0.92026334591657,0.889927072807183,0.199569717242233,0.999055777951197,0.916466573385301,1.2421219973805e-17,0.679710928224678,0.261469904582153,NA,NA,NA,0.35582910052798,3.6219704915783e-18,3.6219704915783e-18,0.718042872017086,0.947574896974836,0.99857704678188,0.912341654359765,NA,0.955441957501624,0.701007611119963,0.60114747274779,0.873849650923209,0.899470030440581,4.08565938819797e-18
"Klebsiella pneumoniae acrA",0.710226648938571,0.965675717558559,0.98269967876395,0.552465551838741,0.285372479459842,0.113505886481288,0.671647007486837,0.885799613428719,0.999055777951197,0.916466573385301,0.981266652245924,0.644756210238936,0.781328277873598,NA,NA,NA,0.359744317066446,1.28620903151293e-10,1.28620903151293e-10,0.44574817847374,0.947574896974836,0.99857704678188,4.91479249058001e-10,NA,0.950121539666241,0.975323868228269,0.199669861046963,0.190832302868538,0.846568047306542,1.54259573647601e-10
"mdtE",0.448228724744071,0.965675717558559,0.992504162500777,0.872835170795581,0.820060544617753,0.882566419883247,0.905493581774923,0.199569717242233,3.08368204708846e-12,0.827649381615537,0.981266652245924,0.336036068523728,0.460841103524847,NA,NA,NA,0.232272664189261,0.959108102443326,1.74052477181353e-19,0.759237381842497,0.972448616263848,0.99857704678188,0.349342903742159,NA,0.440977083990054,0.444366151476849,0.340487098658685,0.94369161149911,9.57288624497443e-19,1.91212061360201e-19
"msbA",0.0330898835677519,0.965675717558559,0.992504162500777,0.15478130884508,0.994798084523832,0.40399967419084,0.988884886730768,0.8565274461204,0.6858172651233,0.916466573385301,0.981266652245924,0.963400842694243,0.653555581558721,NA,NA,NA,0.71947442029249,1.32799366767952e-34,1.99199050151928e-34,0.852661140065495,0.216105109197521,0.99857704678188,0.954363887483433,NA,0.9560542644033,0.749900562992914,0.340487098658685,0.993538647466775,0.614145741317746,0.49600611653856
"nimA",0.0267790350343247,0.965675717558559,0.992504162500777,0.849832501690444,4.72938346619475e-05,0.000197300336521432,5.04962322231666e-22,0.0037945443050871,1.20338058936632e-22,0.00917391410433394,0.371005302313573,0.644756210238936,0.806474329925008,NA,NA,NA,5.96193055529619e-06,0.747380080180818,0.835632127693812,0.212822184058942,0.972448616263848,0.99857704678188,0.954363887483433,NA,0.950121539666241,0.975323868228269,0.132345362854061,0.993538647466775,0.996201413473922,0.99039458255124
"pmrA",0.061491996574368,0.965675717558559,0.992504162500777,0.872835170795581,0.746409079678524,0.722251107127419,0.656282970205699,0.999055777951197,0.999055777951197,0.916466573385301,0.981266652245924,0.644756210238936,0.252738052219866,NA,NA,NA,0.9754938694662,0.557530815474286,0.700174356875731,0.79501620689142,2.60434434068101e-12,0.99857704678188,2.40577747000908e-12,NA,0.85637688819896,0.457214568427298,0.83428942227974,0.847553183887264,0.934633438557153,0.99039458255124
"Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime",0.150614064596389,3.59729319390214e-16,0.77687114666048,0.778449622000756,0.682317043790832,0.722251107127419,0.988884886730768,0.199569717242233,0.999055777951197,0.94129738100011,0.981266652245924,0.649140201517053,0.389219403651412,NA,NA,NA,0.93703998140784,8.30144583208168e-17,7.99398487533791e-17,0.249247901699986,0.947574896974836,0.99857704678188,0.954363887483433,NA,0.9560542644033,0.975323868228269,0.25365558327082,0.967547944734566,3.59729319390206e-16,0.99039458255124
"mdtM",0.822360321064575,0.965675717558559,0.992504162500777,0.824828540557433,0.418622338787335,0.526602482112316,0.960051708050466,0.21717794362817,0.999055777951197,0.827649381615537,0.981266652245924,0.814695073119174,0.47015715923356,NA,NA,NA,0.95347977880406,0.867814510249877,0.929847399062829,0.852661140065495,0.83071209754408,0.99857704678188,0.98477641231606,NA,0.924696652531274,0.975323868228269,0.525451715636514,0.865663449658829,0.494653223151403,0.99041117788561
"PmrF",0.0129477156813633,0.965675717558559,0.98269967876395,0.299133273405696,0.555213249478435,0.794150606327643,0.492422337206551,0.274419500642404,2.48126047080054e-18,0.916466573385301,0.981266652245924,0.752695952234917,0.252738052219866,NA,NA,NA,0.220739203652381,5.12425965409852e-26,0.665041186530891,0.852661140065495,0.482517372963564,0.99857704678188,0.954363887483433,NA,0.950121539666241,0.444366151476849,0.198796351367023,0.418121156133698,3.58698175786896e-25,6.19702464569848e-26
"poxtA",0.82363328865495,0.965675717558559,0.982141487691392,0.872835170795581,0.0668127357823448,0.089844894060479,0.942419510336125,0.450576574844128,0.999055777951197,0.288848715140886,0.352695681484791,0.724511866181841,0.206079355817927,NA,NA,NA,0.0184134454739456,0.585071331092467,0.569694403192495,0.163563638547681,0.0947808052643109,0.99857704678188,0.421642007158166,NA,0.950121539666241,0.975323868228269,0.281983642732863,0.93308351888351,0.731674803984104,0.633717624521451
"mtrD",0.781098853690866,0.965675717558559,0.982141487691392,0.634655673066312,0.403371381305673,0.379210818829777,0.671647007486837,0.912476224530655,0.999055777951197,0.916466573385301,0.981266652245924,0.679710928224678,0.716704200581714,NA,NA,NA,0.124119609164575,2.12558221720924e-12,2.06117063486956e-12,0.168384482367606,0.947574896974836,0.99857704678188,8.6433137296975e-12,NA,0.950121539666241,0.964693334595587,0.918468980511633,0.944794782283854,0.614932437058695,0.905708538220147
"tet(32)",0.255018883001929,0.965675717558559,0.992504162500777,0.31904019632913,0.028873357346812,0.0556017529185651,0.805364260063403,0.199569717242233,0.0837057016892611,0.288848715140886,0.848935061252236,0.734811374712543,0.389219403651412,NA,NA,NA,0.152842861633488,0.787499269493699,0.753838793037149,0.890649344001165,0.399011534846732,0.99857704678188,0.790755238812297,NA,0.950121539666241,0.975323868228269,0.485055828074981,0.967547944734566,0.508335848741938,0.99039458255124
"CfxA3",0.334451835174008,0.965675717558559,0.98269967876395,0.872835170795581,0.788417020290644,0.642428070265024,8.00516883963282e-16,0.999055777951197,0.999055777951197,0.916466573385301,0.44185819934957,0.573743863221955,0.42599485740538,NA,NA,NA,0.93703998140784,1.95488408616671e-16,1.887474290092e-16,0.196798850338215,0.976004069912782,0.99857704678188,0.912341654359765,NA,0.247688538110306,0.88319585553625,0.606679471368883,0.967547944734566,0.392981401996825,0.491215129146751
"BlaB-38",0.433345683031367,0.965675717558559,0.992504162500777,0.0285998961525446,0.00142028623227744,0.112336617822337,0.126958418618308,0.483375297921498,0.999055777951197,0.174379309994985,0.196860974749754,0.829008504317076,0.170305021281881,NA,NA,NA,0.0090214836769776,0.959108102443326,0.925759652533945,0.932289085378156,0.972448616263848,0.527868386605408,0.335177464488198,NA,0.9560542644033,0.457214568427298,0.132345362854061,0.967547944734566,0.892605678221931,0.742976200921825
"vanS gene in vanA cluster",0.177127688548681,0.965675717558559,0.982141487691392,0.969637945425136,0.0012697198391157,0.00120490370367927,0.370507762178923,0.98824997698645,0.999055777951197,0.916466573385301,0.981266652245924,0.336036068523728,0.940545276140037,NA,NA,NA,0.0519582163694449,0.00076371839119439,0.590969445482494,0.852661140065495,0.673509074981746,0.99857704678188,0.98477641231606,NA,0.85637688819896,0.610556780528317,0.132345362854061,0.993538647466775,0.41635532225099,3.26578667735809e-05
"baeS",0.32587435895209,0.965675717558559,0.982141487691392,0.913653272062881,0.993590667029657,0.244280615358601,0.61493032705739,0.199569717242233,0.739230983335448,0.921189987659196,0.540959022430228,0.829008504317076,0.702862757099021,NA,NA,NA,0.55847355179454,0.92453792013311,0.885189898373391,0.852661140065495,0.947574896974836,0.99857704678188,0.954363887483433,NA,0.9560542644033,0.975323868228269,0.60114747274779,0.967547944734566,0.933446151749895,0.99039458255124
"H-NS",0.00038957999071469,1.44285302844354e-19,0.982141487691392,0.391213292098777,0.676086040719778,0.92026334591657,0.656577164412433,0.199569717242233,0.999055777951197,0.908457164363094,1.02586897436145e-19,0.649140201517053,0.312203737323535,NA,NA,NA,0.128847590326207,2.60604251883666e-20,2.60604251883666e-20,0.852661140065495,0.0852397583776239,0.99857704678188,0.912341654359765,NA,0.9560542644033,0.701007611119963,0.14085768430819,0.901754629278884,0.731674803984104,2.89345906588617e-20
"SHV-43",0.147142376226869,0.965675717558559,6.95820560718996e-09,0.778449622000756,0.0668127357823448,0.165661602919175,4.85390673800799e-12,0.8565274461204,3.08368204708846e-12,0.916466573385301,3.06975334231586e-12,0.679710928224678,0.170305021281881,NA,NA,NA,0.0444258809333099,1.51104633513557e-12,0.976812074251691,0.249247901699986,6.3525117750784e-12,0.99857704678188,0.912341654359765,NA,0.665831468862536,0.975323868228269,0.340487098658685,0.993538647466775,0.760359402480825,0.99039458255124
"cpxA",0.186791091412265,0.965675717558559,0.992504162500777,0.872835170795581,0.865254597732896,0.603492477032454,0.465758359656268,0.67008427610727,0.949574797344158,0.827649381615537,0.981266652245924,0.719108032076088,0.716496718041387,NA,NA,NA,0.897386614789219,0.601383950637295,0.665041186530891,0.852661140065495,0.972448616263848,0.99857704678188,0.954363887483433,NA,0.950121539666241,0.975323868228269,0.993613969064238,0.704497142983835,0.846568047306542,8.8386851726375e-34
"fexA",0.953824110609064,0.965675717558559,0.98269967876395,0.967310032317647,0.953376447836486,0.988026249409537,0.767548784359643,0.98824997698645,0.999055777951197,0.869456918517988,0.981266652245924,0.89427044550421,0.940545276140037,NA,NA,NA,0.795516764709034,0.603320258112632,0.938567996966305,0.969268448275077,0.972448616263848,0.99857704678188,0.954363887483433,NA,0.950121539666241,0.975323868228269,0.894700032805822,0.993538647466775,0.934633438557153,0.942223623909602
"TaeA",0.671212269184479,0.965675717558559,0.98269967876395,0.0721867291699795,0.0433116979040365,0.472222830507347,8.13629873800008e-14,0.401596530176848,0.482577765338288,0.688151223795276,5.10331838795042e-14,0.901166522128747,0.995142656405305,NA,NA,NA,0.00697424338646585,0.959108102443326,0.695251615640513,0.905660857163757,1.16730588181567e-13,0.99857704678188,0.954363887483433,NA,0.950121539666241,0.975323868228269,0.389664622488044,0.961257747566734,0.846568047306542,0.99039458255124
"emrR",0.000685401441583325,0.965675717558559,0.98269967876395,0.152089222806065,0.800178304031676,0.722251107127419,0.0892334289513083,0.203227729435626,1.70073718104826e-09,0.921189987659196,0.981266652245924,0.814695073119174,0.252738052219866,NA,NA,NA,0.851522605223904,8.67072473951884e-23,8.67072473951909e-23,0.215485726305448,0.0947808052643109,0.99857704678188,0.954363887483433,NA,0.950121539666241,0.701007611119963,0.231960390050668,0.441588528847611,0.846568047306542,9.95784477246636e-23
"Bifidobacterium bifidum ileS conferring resistance to mupirocin",0.448228724744071,6.25048204518505e-19,0.152497921999242,0.872835170795581,0.453807739579791,0.290602113694865,0.91793875993428,0.999055777951197,0.999055777951197,0.869456918517988,0.981266652245924,0.963400842694243,0.270647296291738,NA,NA,NA,0.85519009356173,0.321273004666953,0.355450983886842,0.710043177893744,0.598403757775613,0.99857704678188,2.62402622493838e-18,NA,0.9560542644033,0.964693334595587,0.602829173334223,0.190832302868538,0.598883912914916,0.99039458255124
"nimJ",0.156282816742321,0.965675717558559,0.982141487691392,0.55716849924885,0.000364782346254282,0.00166011158907676,0.493659280531412,0.404344206079012,0.372923787396848,0.0842476482133779,0.627296763032914,0.235295059359627,0.940545276140037,NA,NA,NA,0.19429815903608,0.475919614769783,2.48599687000954e-28,0.249247901699986,0.186407682553959,0.99857704678188,0.954363887483433,NA,0.981937914531666,0.800312800647053,0.297669555778705,0.967547944734566,0.142042038788939,0.633717624521451
"eptA",0.2832056482377,0.965675717558559,0.982141487691392,0.937289318548431,0.999247176610695,0.96094146266362,0.0892334289513083,2.60427404867702e-21,3.12512885841242e-21,0.916466573385301,0.981266652245924,0.679710928224678,0.980973458016764,NA,NA,NA,0.908972724971759,0.959108102443326,0.976812074251691,0.852661140065495,0.972448616263848,0.99857704678188,0.954363887483433,NA,0.212887222058822,0.799338739054777,0.981887116248252,0.764301808814281,0.846568047306542,0.99039458255124
"kdpE",0.144105884918909,1.24306082853986e-20,0.98269967876395,0.778449622000756,0.645515321669568,0.986172802298936,0.91793875993428,0.199569717242233,3.83748779703594e-12,0.94129738100011,0.981266652245924,0.649140201517053,0.379917556478791,NA,NA,NA,0.517737721607913,0.743108201406651,0.980656232730822,0.796048446675075,0.947574896974836,0.99857704678188,0.954363887483433,NA,0.951993542319445,0.975323868228269,0.250292861414996,0.68932883516751,0.649918627980969,2.15577132138489e-21
"Escherichia coli mdfA",0.0330898835677519,0.965675717558559,0.992504162500777,0.552465551838741,0.800178304031676,0.732444972348561,0.91793875993428,0.274419500642404,0.739230983335448,0.827649381615537,0.981266652245924,0.679710928224678,0.516161637147873,NA,NA,NA,0.295337435551616,2.04497054093348e-26,1.49382270745061e-26,0.766084291589915,0.482517372963564,0.99857704678188,0.98477641231606,NA,0.950121539666241,0.830520582787877,0.281983642732863,0.724132070011102,0.731674803984104,0.902024809626517
"rsmA",0.00653925511321773,0.965675717558559,0.992504162500777,0.299133273405696,0.407697175803004,0.682759187543267,2.27621897148101e-18,0.199569717242233,7.28650834473587e-15,0.564236861201418,0.981266652245924,0.679710928224678,0.252738052219866,NA,NA,NA,0.225218794771358,6.21249304293629e-19,5.94238464976515e-19,0.159680026652852,0.214813432550413,0.99857704678188,0.912341654359765,NA,0.9560542644033,0.626234817912672,0.178775029106968,0.320973977065863,2.73349693889197e-18,6.489516786155e-19
"vanH gene in vanA cluster",0.0878409939838595,0.965675717558559,0.992504162500777,0.552465551838741,0.0217113588182766,0.0213349718039451,0.121273493925416,1.40655070581211e-26,2.81310141162421e-26,0.916466573385301,0.981266652245924,0.829008504317076,0.951662603282583,NA,NA,NA,0.0444258809333099,0.00076371839119439,0.590969445482494,0.807654899998385,0.885476932822556,0.99857704678188,0.954363887483433,NA,0.950121539666241,0.975323868228269,0.380691496403935,0.873849650923209,0.933446151749895,0.942223623909602
"farB",0.931339907217117,0.965675717558559,0.992504162500777,0.943292440009307,0.000161976270286446,0.0077093668195412,0.767548784359643,0.966591855296541,3.14381199506124e-16,0.639300848576623,3.16502575504134e-16,0.798033431573653,0.627973828709955,NA,NA,NA,0.00697424338646585,1.09071267030276e-16,1.05175864636338e-16,0.905660857163757,0.947574896974836,0.99857704678188,0.954363887483433,NA,0.894411429086681,0.457214568427298,0.000930479898363906,0.993538647466775,0.899470030440581,0.99039458255124
"tet(M)",0.404796210983147,0.965675717558559,0.704152750952008,0.55716849924885,0.161848546792715,0.0451272031440135,0.671647007486837,0.0865616642143257,0.594532072411646,0.288848715140886,0.981266652245924,0.649140201517053,0.716496718041387,NA,NA,NA,0.35582910052798,0.194207308842106,0.705698864808396,0.890649344001165,0.763127605850066,0.185859676455387,0.954363887483433,NA,0.950121539666241,0.799338739054777,0.281983642732863,0.512000460274964,0.395441857619257,0.99039458255124
"TolC",0.544057789366565,0.965675717558559,0.992504162500777,0.872835170795581,0.999247176610695,0.436170159735783,0.960051708050466,0.274419500642404,0.999055777951197,0.756276712965082,0.981266652245924,0.829008504317076,0.506891950059501,NA,NA,NA,0.676637794783078,1.09122618241181e-25,0.590969445482494,0.811013372539625,0.83071209754408,0.99857704678188,0.954363887483433,NA,0.950121539666241,0.444366151476849,0.993613969064238,0.68932883516751,0.892605678221931,1.31136801782513e-25
"Escherichia coli acrA",0.0330898835677519,0.965675717558559,0.992504162500777,0.55716849924885,0.993590667029657,0.722251107127419,0.960051708050466,0.204674134601192,6.3901581687855e-09,0.564236861201418,0.981266652245924,0.649140201517053,0.4316985256957,NA,NA,NA,0.779976562433379,0.357837546015075,0.789071796236876,0.148249056219609,0.710353826855177,0.99857704678188,0.392913643118895,NA,0.950121539666241,0.975323868228269,0.349215975254866,0.282508295378683,0.996201413473922,0.980315694382663
"PDC-402",0.0927151387125559,0.965675717558559,0.992504162500777,0.00511989346564375,0.43709233726584,0.642428070265024,0.671647007486837,3.69973372605557e-19,0.999055777951197,0.827649381615537,0.706672503671942,0.681999432670495,0.330435876662097,NA,NA,NA,0.000137687304114045,1.57539162410322e-19,1.57539162410322e-19,0.163563638547681,0.892238031825379,0.99857704678188,0.912341654359765,NA,0.950121539666241,0.732793265907654,0.60114747274779,0.441588528847611,0.343767034425415,0.99039458255124
"tet(W)",0.00653925511321773,0.965675717558559,0.982141487691392,0.778449622000756,0.0165782889865754,0.060720795476421,0.70926716702737,0.152675954467493,0.683059504877099,0.546751856347788,0.981266652245924,0.649140201517053,0.951662603282583,NA,NA,NA,0.491157359327231,0.390760948608532,0.976812074251691,0.215485726305448,0.585087995836026,0.99857704678188,0.912341654359765,NA,0.63881017496836,0.975323868228269,0.484797510323718,0.967547944734566,0.392981401996825,0.833656356069708
"vanX gene in vanD cluster",0.654485199257634,1.09341988212008e-14,0.982141487691392,0.870466756710959,0.993590667029657,0.244280615358601,0.380197470070856,0.21717794362817,0.999055777951197,0.916466573385301,6.77151976027759e-15,0.987342697317148,0.980973458016764,NA,NA,NA,0.00797312008199959,2.63928937063469e-15,2.5513130582802e-15,0.718042872017086,1.7618661474438e-14,0.99857704678188,0.989125602743776,NA,0.9560542644033,0.975323868228269,0.349215975254866,0.967547944734566,0.745061641896126,0.484322389553288
"Streptomyces rimosus otr(A)",0.464346242921082,0.965675717558559,0.117420332322978,0.870466756710959,0.0750428474197087,0.089844894060479,0.924147694656256,3.00693703399856e-13,0.999055777951197,0.288848715140886,0.981266652245924,0.679710928224678,0.376213827976385,NA,NA,NA,0.195673082184187,0.242343692050568,0.590969445482494,0.631913322112298,0.961353702577814,0.99857704678188,0.954363887483433,NA,0.924696652531274,0.68386698720442,3.32681196783431e-12,0.190832302868538,4.81299191241681e-13,0.99039458255124
"APH(3'')-Ib",0.451743132097051,0.965675717558559,0.992504162500777,0.42317086188892,0.941319910678087,0.898460558530152,0.561728096492695,0.21717794362817,0.999055777951197,0.586936949771243,7.70571082022071e-16,0.987342697317148,0.444350638519439,NA,NA,NA,0.517737721607913,0.959108102443326,0.976812074251691,0.981530760607222,0.83071209754408,0.99857704678188,0.954363887483433,NA,0.950121539666241,0.975323868228269,0.349215975254866,0.967547944734566,1.13587293302714e-15,3.25231164871253e-16
"oleB",0.392298889878497,0.965675717558559,0.0114073518020186,0.967310032317647,0.555213249478435,0.40399967419084,0.767548784359643,0.981329555791635,5.15581351010172e-17,0.916466573385301,2.20669374393088e-13,0.679710928224678,0.997737178779177,NA,NA,NA,0.822169185647264,0.574577350806504,0.299084774494994,0.852661140065495,0.575747188929236,0.99857704678188,5.98403181671638e-13,NA,0.9560542644033,0.975323868228269,0.131645937038539,0.571557056992625,0.598883912914916,0.99039458255124
"tetB(46)",0.639995160982778,0.965675717558559,0.98269967876395,0.349486680904834,0.00649155558982242,0.00772038975429388,0.65073003386936,0.29400448162849,0.999055777951197,0.827649381615537,0.981266652245924,0.734811374712543,0.951662603282583,NA,NA,NA,0.449270199016053,0.00999824942199944,0.0923405229648487,0.905660857163757,0.947574896974836,0.99857704678188,0.954363887483433,NA,0.9560542644033,0.457214568427298,0.198796351367023,0.93308351888351,0.450254054352528,3.0751189818525e-46
"mdtG",0.0267790350343247,0.965675717558559,0.704152750952008,0.552465551838741,0.152078063570772,0.0868822147337237,0.744144571736461,0.274419500642404,0.999055777951197,0.916466573385301,0.981266652245924,0.986001661377053,0.389219403651412,NA,NA,NA,0.701902203221981,0.959108102443326,0.929847399062829,0.715669379245759,0.947574896974836,0.99857704678188,0.501820241509712,NA,0.950121539666241,0.975323868228269,0.87873034834544,0.993538647466775,0.913823154995514,1.72998095540616e-28
"vanR gene in vanE cluster",0.464346242921082,0.965675717558559,0.181660487184555,0.778449622000756,0.489364875552778,0.244280615358601,3.00452291397497e-11,2.0511638991952e-11,1.71700942837773e-11,0.944408606112264,0.0858225342259421,0.14919597727652,0.516161637147873,NA,NA,NA,0.000137687304114045,9.66307824435114e-12,0.976812074251691,0.890649344001165,3.38928948088415e-11,0.488243942563902,0.954363887483433,NA,1.45667250705929e-10,0.975323868228269,0.068870377729466,0.036220994159251,0.900254042091385,1.03781496833758e-06
"mdtC",0.444064634931966,0.965675717558559,0.992504162500777,0.849832501690444,0.993590667029657,0.988026249409537,0.671647007486837,0.536011092787626,0.999055777951197,0.916466573385301,0.981266652245924,0.679710928224678,0.812700725795516,NA,NA,NA,0.972831399443623,0.412976104095165,0.470792758668489,0.548625183033998,0.336556104368028,0.99857704678188,0.954841260564333,NA,0.9560542644033,0.885337466626284,0.407677277188097,0.901754629278884,0.731674803984104,0.538357700825629
