"","PreWilcox_p","PreTtest_adj_p"
"Anaerocolumna cellulosilytica",0.331162181471779,0.948916408668731
"Clostridium sp. DL-VIII",0.411895689449869,0.948916408668731
"Streptococcus cristatus",0.201369373660395,0.948916408668731
"Candida albicans",1,1
"Streptococcus sp. FDAARGOS_192",0.655632293403191,0.948916408668731
"Blattabacterium cuenoti",0.766432483924744,0.948916408668731
"Rothia dentocariosa",0.655632293403191,0.948916408668731
"Clostridium sp. M62/1",0.370219099785663,0.948916408668731
"Lactococcus raffinolactis",0.602679209335556,0.948916408668731
"Eubacterium sp. MSJ-33",0.370219099785663,0.948916408668731
"[Eubacterium] siraeum",0.602679209335556,0.948916408668731
"Clostridium botulinum",0.766432483924744,0.948916408668731
"Clostridium argentinense",1,1
"Streptococcus intermedius",0.130804953560372,0.948916408668731
"Coprococcus sp. ART55/1",0.710300071445582,0.948916408668731
"Blautia pseudococcoides",0.294724934508216,0.948916408668731
"Priestia megaterium",0.175410812098119,0.948916408668731
"Lacrimispora saccharolytica",0.411895689449869,0.948916408668731
"Clostridium kluyveri",0.370219099785663,0.948916408668731
"Lancefieldella parvula",0.0804000952607764,0.948916408668731
"Faecalibacterium prausnitzii",0.823755656108597,0.958999122036875
"Streptococcus koreensis",0.881983805668016,0.96893995552261
"Butyricimonas virosa",0.260978804477257,0.948916408668731
"Levilactobacillus brevis",0.710300071445582,0.948916408668731
"Parabacteroides goldsteinii",0.229864253393665,0.948916408668731
"Paenibacillus polymyxa",0.602679209335556,0.948916408668731
"Morganella morganii",0.551631340795428,0.948916408668731
"Clostridium isatidis",0.940843057870922,0.978476780185759
"Campylobacter jejuni",0.766432483924744,0.948916408668731
"Clostridium beijerinckii",0.940843057870922,0.978476780185759
"Barnesiella viscericola",0.0674446296737318,0.948916408668731
"Blautia producta",0.940843057870922,0.978476780185759
"Klebsiella variicola",0.909235064156366,0.978476780185759
"Faecalibacterium sp. I3389",0.456096689688021,0.948916408668731
"Enterococcus hirae",0.151940938318647,0.948916408668731
"Faecalibacterium sp. I4384",0.551631340795428,0.948916408668731
"Actinomyces graevenitzii",0.823755656108597,0.958999122036875
"Bifidobacterium longum",0.655632293403191,0.948916408668731
"Clostridium sp. C5S11",0.710300071445582,0.948916408668731
"Alistipes indistinctus",0.260978804477257,0.948916408668731
"Bacteroides sp. CBA7301",0.602679209335556,0.948916408668731
"Intestinimonas butyriciproducens",0.201369373660395,0.948916408668731
"Clostridium saccharobutylicum",0.710300071445582,0.948916408668731
"Lactococcus cremoris",0.111943319838057,0.948916408668731
"Gordonibacter urolithinfaciens",0.370219099785663,0.948916408668731
"Bifidobacterium breve",0.766432483924744,0.948916408668731
"Roseburia sp. NSJ-69",0.766432483924744,0.948916408668731
"Clostridium bornimense",0.766432483924744,0.948916408668731
"Escherichia fergusonii",0.823755656108597,0.958999122036875
"Eubacterium limosum",0.0158966420576328,0.948916408668731
"Streptococcus sp. oral taxon 431",0.294724934508216,0.948916408668731
"Streptococcus constellatus",0.766432483924744,0.948916408668731
"Adlercreutzia equolifaciens",0.551631340795428,0.948916408668731
"Phocaeicola salanitronis",0.0381281257442248,0.948916408668731
"Clostridium intestinale",0.370219099785663,0.948916408668731
"Granulicatella adiacens",0.260978804477257,0.948916408668731
"Bacillus thuringiensis",0.229864253393665,0.948916408668731
"Anaerocolumna sedimenticola",0.766432483924744,0.948916408668731
"Alistipes shahii",0.130804953560372,0.948916408668731
"Streptococcus anginosus",0.294724934508216,0.948916408668731
"Bifidobacterium pseudocatenulatum",0.551631340795428,0.948916408668731
"Streptococcus lutetiensis",0.456096689688021,0.948916408668731
"Coprococcus catus",0.370219099785663,0.948916408668731
"Oscillibacter sp. NSJ-62",0.294724934508216,0.948916408668731
"Eubacterium sp. NSJ-61",0.411895689449869,0.948916408668731
"Odoribacter splanchnicus",0.294724934508216,0.948916408668731
"Cellulosilyticum lentocellum",0.732343119170268,0.948916408668731
"Streptococcus australis",0.766432483924744,0.948916408668731
"Vescimonas fastidiosa",0.655632293403191,0.948916408668731
"Bacteroides uniformis",0.229864253393665,0.948916408668731
"Acinetobacter baumannii",0.823755656108597,0.958999122036875
"Bacteroides sp. KGMB10229",0.16822597862793,0.948916408668731
"Lactobacillus paragasseri",0.35552664847722,0.948916408668731
"Bacteroides sp. M10",0.655632293403191,0.948916408668731
"Ruminiclostridium herbifermentans",0.502726839723744,0.948916408668731
"Faecalibacterium sp. IP329",0.710300071445582,0.948916408668731
"[Clostridium] scindens",0.655632293403191,0.948916408668731
"Bacteroides caecimuris",0.456096689688021,0.948916408668731
"Enterococcus gilvus",0.294724934508216,0.948916408668731
"Faecalicatena sp. Marseille-Q4148",0.331162181471779,0.948916408668731
"Simiaoa sunii",0.655632293403191,0.948916408668731
"Streptococcus sanguinis",0.456096689688021,0.948916408668731
"Prevotella copri",0.881983805668016,0.96893995552261
"Limosilactobacillus oris",0.710300071445582,0.948916408668731
"Granulicatella elegans",0.370219099785663,0.948916408668731
"Streptococcus sp. LPB0220",0.502726839723744,0.948916408668731
"Veillonella dispar",0.130804953560372,0.948916408668731
"Clostridium sporogenes",0.370219099785663,0.948916408668731
"Lachnospiraceae bacterium",0.370219099785663,0.948916408668731
"Klebsiella pneumoniae",0.881983805668016,0.96893995552261
"Terrisporobacter sp. MCA3",0.940843057870922,0.978476780185759
"Flintibacter sp. KGMB00164",0.095177423195999,0.948916408668731
"Bacteroides xylanisolvens",0.551631340795428,0.948916408668731
"Dysosmobacter welbionis",0.331162181471779,0.948916408668731
"Streptococcus dysgalactiae",0.940843057870922,0.978476780185759
"Actinomyces sp. HMT 175",0.655632293403191,0.948916408668731
"Limosilactobacillus fermentum",0.0674446296737318,0.948916408668731
"Clostridium neonatale",0.260978804477257,0.948916408668731
"Anaerocolumna chitinilytica",0.710300071445582,0.948916408668731
"Clostridioides sp. ES-S-0054-01",0.710300071445582,0.948916408668731
"Bacillus subtilis",0.602679209335556,0.948916408668731
"Tannockella kyphosi",0.823755656108597,0.958999122036875
"Veillonella nakazawae",0.130804953560372,0.948916408668731
"Lactobacillus johnsonii",0.260978804477257,0.948916408668731
"Vallitalea guaymasensis",0.456096689688021,0.948916408668731
"Lactococcus piscium",0.655632293403191,0.948916408668731
"Mogibacterium diversum",0.456096689688021,0.948916408668731
"Streptococcus vestibularis",0.411895689449869,0.948916408668731
"Lachnoanaerobaculum umeaense",0.551631340795428,0.948916408668731
"Clostridium taeniosporum",0.710300071445582,0.948916408668731
"Latilactobacillus sakei",0.370219099785663,0.948916408668731
"Methanobrevibacter smithii",0.294724934508216,0.948916408668731
"uncultured crAssphage",0.423282171406093,0.948916408668731
"Lactococcus lactis",0.0310311979042629,0.948916408668731
"Haemophilus parainfluenzae",0.238782423131048,0.948916408668731
"Eubacterium callanderi",0.095177423195999,0.948916408668731
"Coprococcus eutactus",0.456096689688021,0.948916408668731
"Flavonifractor plautii",0.151940938318647,0.948916408668731
"Clostridium acetobutylicum",1,1
"Latilactobacillus curvatus",0.602679209335556,0.948916408668731
"Clostridia bacterium UC5.1-1D4",0.766432483924744,0.948916408668731
"Longicatena caecimuris",0.551631340795428,0.948916408668731
"Staphylococcus haemolyticus",0.294724934508216,0.948916408668731
"Actinomyces pacaensis",0.411895689449869,0.948916408668731
"Streptococcus pneumoniae",0.130804953560372,0.948916408668731
"Bifidobacterium adolescentis",1,1
"Phocaeicola coprophilus",0.411895689449869,0.948916408668731
"Romboutsia sp. CE17",0.766432483924744,0.948916408668731
"Bacillus mycoides",0.940843057870922,0.978476780185759
"Clostridium cellulovorans",0.551631340795428,0.948916408668731
"Streptococcus parasuis",0.543175295324767,0.948916408668731
"Butyrivibrio fibrisolvens",0.881983805668016,0.96893995552261
"Alistipes megaguti",0.260978804477257,0.948916408668731
"Lactobacillus helveticus",0.551631340795428,0.948916408668731
"Streptococcus sp. oral taxon 061",0.502726839723744,0.948916408668731
"Bacteroides sp. KGMB07931",0.11007577052749,0.948916408668731
"Acutalibacter muris",0.111943319838057,0.948916408668731
"Streptococcus lactarius",0.602679209335556,0.948916408668731
"Rothia mucilaginosa",0.940843057870922,0.978476780185759
"Clostridiaceae bacterium Marseille-Q4149",0.175410812098119,0.948916408668731
"Enterococcus avium",0.456096689688021,0.948916408668731
"butyrate-producing bacterium SS3/4",0.881983805668016,0.96893995552261
"Clostridiales bacterium CCNA10",0.0158966420576328,0.948916408668731
"Blautia sp. NBRC 113351",0.411895689449869,0.948916408668731
"Bacteroides stercoris",0.201369373660395,0.948916408668731
"Pseudobutyrivibrio xylanivorans",0.881983805668016,0.96893995552261
"Bacteroides sp. CACC 737",0.151940938318647,0.948916408668731
"Bacteroides sp. HF-162",0.171299144100161,0.948916408668731
"Saccharomyces cerevisiae",0.456096689688021,0.948916408668731
"CrAssphage sp. C0531BW4",0.31686738120738,0.948916408668731
"Citrobacter portucalensis",0.665951650399432,0.948916408668731
"Bacteroides heparinolyticus",0.456096689688021,0.948916408668731
"Phascolarctobacterium faecium",0.151940938318647,0.948916408668731
"Limosilactobacillus reuteri",0.331162181471779,0.948916408668731
"CrAssphage sp. C0521BW15",0.443965099389727,0.948916408668731
"Schaalia odontolytica",0.331162181471779,0.948916408668731
"Streptococcus agalactiae",0.411895689449869,0.948916408668731
"Faecalibacterium sp. I4179",0.766432483924744,0.948916408668731
"Mammaliicoccus sciuri",1,1
"Veillonella sp. S12025-13",0.151940938318647,0.948916408668731
"Streptococcus gordonii",0.881983805668016,0.96893995552261
"Bacteroides helcogenes",0.370219099785663,0.948916408668731
"Lacrimispora sphenoides",0.502726839723744,0.948916408668731
"Paraclostridium bifermentans",0.766432483924744,0.948916408668731
"CrAss-like virus sp.",0.130804953560372,0.948916408668731
"Clostridium butyricum",0.881983805668016,0.96893995552261
