"","PostWilcox_p","PostTtest_adj_p"
"PWY-6124: inosine-5'-phosphate biosynthesis II",0.881983805668016,0.958168453333692
"PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified",0.331162181471779,0.633275048779367
"PWY-6700: queuosine biosynthesis I (de novo)",0.881983805668016,0.958168453333692
"PWY-6700: queuosine biosynthesis I (de novo)|unclassified",0.201369373660395,0.544196571792969
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)",0.551631340795428,0.764336645932647
"PWY-5659: GDP-mannose biosynthesis",0.201369373660395,0.544196571792969
"PWY-5981: CDP-diacylglycerol biosynthesis III",0.095177423195999,0.50186552353735
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis",0.130804953560372,0.50186552353735
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified",0.0200404858299595,0.409577429149798
"PWY0-1319: CDP-diacylglycerol biosynthesis II",0.151940938318647,0.50186552353735
"PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified",0.0804000952607764,0.50186552353735
"PWY-5667: CDP-diacylglycerol biosynthesis I",0.151940938318647,0.50186552353735
"PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified",0.0804000952607764,0.50186552353735
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I",0.881983805668016,0.958168453333692
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified",0.294724934508216,0.609968693570802
"TRNA-CHARGING-PWY: tRNA charging",0.502726839723744,0.724192407883983
"TRNA-CHARGING-PWY: tRNA charging|unclassified",0.270447202701128,0.609968693570802
"PENTOSE-P-PWY: pentose phosphate pathway",0.331162181471779,0.633275048779367
"THRESYN-PWY: superpathway of L-threonine biosynthesis",0.294724934508216,0.609968693570802
"THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified",0.151940938318647,0.50186552353735
"PWY-6859: all-trans-farnesol biosynthesis",0.370219099785663,0.650869062526408
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)",0.331162181471779,0.633275048779367
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",0.260978804477257,0.600986401859598
"PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation",0.710300071445582,0.853926924127594
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.0804000952607764,0.50186552353735
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified",0.0804548864166872,0.50186552353735
"ARO-PWY: chorismate biosynthesis I",0.175410812098119,0.526232436294356
"ARO-PWY: chorismate biosynthesis I|unclassified",0.111943319838057,0.50186552353735
"PWY-621: sucrose degradation III (sucrose invertase)",0.823755656108597,0.928855515681073
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.229864253393665,0.587231334841629
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified",0.201369373660395,0.544196571792969
"PWY-6936: seleno-amino acid biosynthesis (plants)",0.111943319838057,0.50186552353735
"PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified",1,1
"PWY-2941: L-lysine biosynthesis II",0.940843057870922,0.98292549496419
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",0.00565610859728507,0.409577429149798
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified",0.148268036824101,0.50186552353735
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.095177423195999,0.50186552353735
"PWY-6630: superpathway of L-tyrosine biosynthesis",0.260978804477257,0.600986401859598
"PWY-5097: L-lysine biosynthesis VI",0.0674446296737318,0.50186552353735
"PWY-5097: L-lysine biosynthesis VI|unclassified",0.0804548864166872,0.50186552353735
"PWY-6823: molybdopterin biosynthesis",0.331162181471779,0.633275048779367
"PWY-6823: molybdopterin biosynthesis|unclassified",0.151940938318647,0.50186552353735
"P164-PWY: purine nucleobases degradation I (anaerobic)",0.0120419939383655,0.409577429149798
"PWY-2942: L-lysine biosynthesis III",0.0200404858299595,0.409577429149798
"PWY-5100: pyruvate fermentation to acetate and lactate II",0.940843057870922,0.98292549496419
"PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified",0.331162181471779,0.633275048779367
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)",0.881983805668016,0.958168453333692
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified",0.655632293403191,0.837467812276733
"CALVIN-PWY: Calvin-Benson-Bassham cycle",0.260978804477257,0.600986401859598
"CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified",0.111943319838057,0.50186552353735
"FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage",0.382103879003913,0.657023855854181
"PWY-3001: superpathway of L-isoleucine biosynthesis I",0.260978804477257,0.600986401859598
"PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified",0.128068113685618,0.50186552353735
"PWY-702: L-methionine biosynthesis II",0.294724934508216,0.609968693570802
"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP",0.411895689449869,0.657023855854181
"PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I",0.551631340795428,0.764336645932647
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)",0.502726839723744,0.724192407883983
"PWY-6612: superpathway of tetrahydrofolate biosynthesis",0.42485650438126,0.667923446791692
"GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)",0.710300071445582,0.853926924127594
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV",0.602679209335556,0.801122363628971
"VALSYN-PWY: L-valine biosynthesis",0.012467254108121,0.409577429149798
"VALSYN-PWY: L-valine biosynthesis|unclassified",0.370219099785663,0.650869062526408
"ANAEROFRUCAT-PWY: homolactic fermentation",0.456096689688021,0.690479710777698
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III",0.111943319838057,0.50186552353735
"PWY-8178: pentose phosphate pathway (non-oxidative branch) II",0.411895689449869,0.657023855854181
"PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified",0.370219099785663,0.650869062526408
"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis",0.0678325899873491,0.50186552353735
"PWY-8004: Entner-Doudoroff pathway I",0.766432483924744,0.87938042892418
"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)",0.0674446296737318,0.50186552353735
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)",0.760859055641481,0.87938042892418
"PWY-1042: glycolysis IV",0.655632293403191,0.837467812276733
"PWY-1042: glycolysis IV|unclassified",0.502726839723744,0.724192407883983
"PWY-7111: pyruvate fermentation to isobutanol (engineered)",0.095177423195999,0.50186552353735
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified",0.260978804477257,0.600986401859598
"PWY-5484: glycolysis II (from fructose 6-phosphate)",0.602679209335556,0.801122363628971
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)",0.0804000952607764,0.50186552353735
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified",0.229864253393665,0.587231334841629
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.551631340795428,0.764336645932647
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified",0.411895689449869,0.657023855854181
"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)",0.331162181471779,0.633275048779367
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis",0.411895689449869,0.657023855854181
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis",0.0804000952607764,0.50186552353735
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified",0.223447668907182,0.587231334841629
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",0.655632293403191,0.837467812276733
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",0.655632293403191,0.837467812276733
"1CMET2-PWY: folate transformations III (E. coli)",0.0464515360800191,0.50186552353735
"1CMET2-PWY: folate transformations III (E. coli)|unclassified",0.0945143650098976,0.50186552353735
"PWY-5103: L-isoleucine biosynthesis III",0.095177423195999,0.50186552353735
"PWY-5103: L-isoleucine biosynthesis III|unclassified",0.130804953560372,0.50186552353735
"PWY66-399: gluconeogenesis III",0.012467254108121,0.409577429149798
"PWY-6901: superpathway of glucose and xylose degradation",0.0200404858299595,0.409577429149798
"GLUCONEO-PWY: gluconeogenesis I",0.940843057870922,0.98292549496419
"DAPLYSINESYN-PWY: L-lysine biosynthesis I",0.655632293403191,0.837467812276733
"P161-PWY: acetylene degradation (anaerobic)",0.411895689449869,0.657023855854181
"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I",0.940843057870922,0.98292549496419
"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified",0.331162181471779,0.633275048779367
"CITRULBIO-PWY: L-citrulline biosynthesis",0.411895689449869,0.657023855854181
"PANTO-PWY: phosphopantothenate biosynthesis I",0.370219099785663,0.650869062526408
"PANTO-PWY: phosphopantothenate biosynthesis I|unclassified",0.201369373660395,0.544196571792969
"PWY0-1061: superpathway of L-alanine biosynthesis",0.940843057870922,0.98292549496419
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation",0.710300071445582,0.853926924127594
"PWY-7242: D-fructuronate degradation",1,1
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.0561919504643963,0.50186552353735
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified",0.18201820516691,0.541090482632543
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",0.456096689688021,0.690479710777698
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.0464515360800191,0.50186552353735
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified",0.128499438498768,0.50186552353735
"FERMENTATION-PWY: mixed acid fermentation",0.294724934508216,0.609968693570802
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.0250535841867111,0.439923289429672
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.151940938318647,0.50186552353735
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|unclassified",0.287314142628257,0.609968693570802
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)",0.602679209335556,0.801122363628971
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.411895689449869,0.657023855854181
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",0.602679209335556,0.801122363628971
"HSERMETANA-PWY: L-methionine biosynthesis III",0.502726839723744,0.724192407883983
"HSERMETANA-PWY: L-methionine biosynthesis III|unclassified",0.260978804477257,0.600986401859598
"PWY-6168: flavin biosynthesis III (fungi)",0.468771677034053,0.70315751555108
"PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II",0.710300071445582,0.853926924127594
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.766432483924744,0.87938042892418
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",0.370219099785663,0.650869062526408
"HISTSYN-PWY: L-histidine biosynthesis",0.130804953560372,0.50186552353735
"HISTSYN-PWY: L-histidine biosynthesis|unclassified",0.095177423195999,0.50186552353735
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",0.370219099785663,0.650869062526408
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",0.551631340795428,0.764336645932647
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified",0.940843057870922,0.98292549496419
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)",0.201369373660395,0.544196571792969
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis",0.551631340795428,0.764336645932647
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",0.0200404858299595,0.409577429149798
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",0.710300071445582,0.853926924127594
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I",0.130804953560372,0.50186552353735
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified",0.331162181471779,0.633275048779367
"P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)",1,1
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)",0.502726839723744,0.724192407883983
"PWY-7345: superpathway of anaerobic sucrose degradation",0.111943319838057,0.50186552353735
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.151940938318647,0.50186552353735
"NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified",0.322591279641321,0.633275048779367
"PWY-7560: methylerythritol phosphate pathway II",1,1
"PWY3O-4107: NAD salvage pathway V (PNC V cycle)",0.823755656108597,0.928855515681073
"GLYCOCAT-PWY: glycogen degradation I",0.260978804477257,0.600986401859598
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.294724934508216,0.609968693570802
"HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)",0.151940938318647,0.50186552353735
"PWY-5941: glycogen degradation II",0.095177423195999,0.50186552353735
"PWY-5941: glycogen degradation II|unclassified",0.411895689449869,0.657023855854181
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis",0.551631340795428,0.764336645932647
"PWY-5840: superpathway of menaquinol-7 biosynthesis",0.260978804477257,0.600986401859598
"PWY-7392: taxadiene biosynthesis (engineered)",0.710300071445582,0.853926924127594
"PWY-5897: superpathway of menaquinol-11 biosynthesis",0.294724934508216,0.609968693570802
"PWY-5898: superpathway of menaquinol-12 biosynthesis",0.294724934508216,0.609968693570802
"PWY-5899: superpathway of menaquinol-13 biosynthesis",0.294724934508216,0.609968693570802
"GLUTORN-PWY: L-ornithine biosynthesis I",0.0310311979042629,0.483200081652094
"GLUTORN-PWY: L-ornithine biosynthesis I|unclassified",0.128499438498768,0.50186552353735
"PWY-4984: urea cycle",0.0310311979042629,0.483200081652094
"PWY-5913: partial TCA cycle (obligate autotrophs)",0.766432483924744,0.87938042892418
"PWY-6270: isoprene biosynthesis I",0.940843057870922,0.98292549496419
"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis",1,1
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.229864253393665,0.587231334841629
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified",0.095177423195999,0.50186552353735
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",0.111943319838057,0.50186552353735
"PWY-6527: stachyose degradation",0.710300071445582,0.853926924127594
"PWY-6527: stachyose degradation|unclassified",0.456096689688021,0.690479710777698
"PWY-5918: superpathway of heme b biosynthesis from glutamate",0.382103879003913,0.657023855854181
"PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)",0.881983805668016,0.958168453333692
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis",0.151940938318647,0.50186552353735
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified",0.175410812098119,0.526232436294356
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",0.969686766996629,1
"PWY-7238: sucrose biosynthesis II",0.229864253393665,0.587231334841629
"PWY-7238: sucrose biosynthesis II|unclassified",0.710300071445582,0.853926924127594
"GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway",0.456096689688021,0.690479710777698
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I",0.602679209335556,0.801122363628971
"COLANSYN-PWY: colanic acid building blocks biosynthesis",0.602679209335556,0.801122363628971
"PWY-6549: L-glutamine biosynthesis III",0.130804953560372,0.50186552353735
"PWY-6353: purine nucleotides degradation II (aerobic)",0.095177423195999,0.50186552353735
"SO4ASSIM-PWY: assimilatory sulfate reduction I",0.881983805668016,0.958168453333692
"PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)",0.940843057870922,0.98292549496419
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.151940938318647,0.50186552353735
"PWY1ZNC-1: assimilatory sulfate reduction IV",1,1
"PWY-6731: starch degradation III",0.148726708331976,0.50186552353735
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.331162181471779,0.633275048779367
"PWY-7761: NAD salvage pathway II (PNC IV cycle)",0.766432483924744,0.87938042892418
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",0.655632293403191,0.837467812276733
"PWY-6703: preQ0 biosynthesis",0.766432483924744,0.87938042892418
"PWY0-781: aspartate superpathway",0.84930463396384,0.95437324847483
"PWY-6902: chitin degradation II (Vibrio)",0.655632293403191,0.837467812276733
"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)",0.456096689688021,0.690479710777698
"PPGPPMET-PWY: ppGpp metabolism",0.542719476872829,0.764336645932647
"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)",0.468771677034053,0.70315751555108
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.170815547864255,0.526232436294356
"PWY-5838: superpathway of menaquinol-8 biosynthesis I",0.710300071445582,0.853926924127594
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)",0.0158966420576328,0.409577429149798
"PWY-4041: &gamma;-glutamyl cycle",0.151940938318647,0.50186552353735
"PWY0-1479: tRNA processing",0.418841810439619,0.664860543756093
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis",0.0200404858299595,0.409577429149798
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I",0.710300071445582,0.853926924127594
"SALVADEHYPOX-PWY: adenosine nucleotides degradation II",0.111943319838057,0.50186552353735
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II",0.411895689449869,0.657023855854181
"PWY-6607: guanosine nucleotides degradation I",0.00969278399618957,0.409577429149798
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.170815547864255,0.526232436294356
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation",0.881983805668016,0.958168453333692
"GALACTUROCAT-PWY: D-galacturonate degradation I",0.370219099785663,0.650869062526408
"P441-PWY: superpathway of N-acetylneuraminate degradation",0.0464515360800191,0.50186552353735
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",0.331162181471779,0.633275048779367
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)",0.823755656108597,0.928855515681073
"METHGLYUT-PWY: superpathway of methylglyoxal degradation",0.969686766996629,1
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)",0.095177423195999,0.50186552353735
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)",0.111943319838057,0.50186552353735
"PWY-7977: L-methionine biosynthesis IV",0.0381281257442248,0.50186552353735
"PWY-7977: L-methionine biosynthesis IV|unclassified",0.0804548864166872,0.50186552353735
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)",0.260978804477257,0.600986401859598
"PWY-6305: superpathway of putrescine biosynthesis",0.229864253393665,0.587231334841629
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)",0.766432483924744,0.87938042892418
"GALACTARDEG-PWY: D-galactarate degradation I",0.0150126625957406,0.409577429149798
"GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation",0.0150126625957406,0.409577429149798
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",0.732343119170268,0.877202197687464
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",0.260978804477257,0.600986401859598
"PWY0-1261: anhydromuropeptides recycling I",0.0678325899873491,0.50186552353735
"PWY-6531: mannitol cycle",0.201369373660395,0.544196571792969
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",0.151940938318647,0.50186552353735
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I",1,1
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",0.201369373660395,0.544196571792969
