"","PreWilcox_p","PreTtest_adj_p"
"PWY66-409: superpathway of purine nucleotide salvage",0.896750308515014,0.999006329981758
"PWY-7208: superpathway of pyrimidine nucleobases salvage",0.761826408885232,0.999006329981758
"PWY-7791: UMP biosynthesis III",0.514785867727044,0.999006329981758
"PWY-7791: UMP biosynthesis III|unclassified",0.514785867727044,0.999006329981758
"PWY-3841: folate transformations II (plants)",0.459755930344166,0.999006329981758
"PWY-3841: folate transformations II (plants)|unclassified",0.172814113990585,0.999006329981758
"PWY-6897: thiamine diphosphate salvage II",0.633438456967869,0.999006329981758
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.514785867727044,0.999006329981758
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified",0.514785867727044,0.999006329981758
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.203071438365556,0.999006329981758
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified",0.359934183463595,0.999006329981758
"PWY-6606: guanosine nucleotides degradation II",0.145710498651675,0.999006329981758
"PWY-6317: D-galactose degradation I (Leloir pathway)",0.696466931761049,0.999006329981758
"PWY-6317: D-galactose degradation I (Leloir pathway)|unclassified",0.514785867727044,0.999006329981758
"PWY-7197: pyrimidine deoxyribonucleotide phosphorylation",0.965400612459436,0.999006329981758
"COA-PWY: coenzyme A biosynthesis I (prokaryotic)",0.514785867727044,0.999006329981758
"COA-PWY: coenzyme A biosynthesis I (prokaryotic)|unclassified",0.203071438365556,0.999006329981758
"PWY-6123: inosine-5'-phosphate biosynthesis I",0.359934183463595,0.999006329981758
"PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified",0.40824534942182,0.999006329981758
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.896750308515014,0.999006329981758
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified",0.514785867727044,0.999006329981758
"COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)",0.896750308515014,0.999006329981758
"COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|unclassified",0.459755930344166,0.999006329981758
"PWY-7790: UMP biosynthesis II",0.514785867727044,0.999006329981758
"PWY-7790: UMP biosynthesis II|unclassified",0.514785867727044,0.999006329981758
"PWY-7851: coenzyme A biosynthesis II (eukaryotic)",0.761826408885232,0.999006329981758
"PWY-7851: coenzyme A biosynthesis II (eukaryotic)|unclassified",0.459755930344166,0.999006329981758
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",0.633438456967869,0.999006329981758
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified",0.459755930344166,0.999006329981758
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis",0.633438456967869,0.999006329981758
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified",0.459755930344166,0.999006329981758
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)",0.965400612459436,0.999006329981758
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I",0.896750308515014,0.999006329981758
"PWY-6151: S-adenosyl-L-methionine salvage I",0.514785867727044,0.999006329981758
"PWY-6151: S-adenosyl-L-methionine salvage I|unclassified",0.459755930344166,0.999006329981758
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II",0.896750308515014,0.999006329981758
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",0.761826408885232,0.999006329981758
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified",0.572603866721514,0.999006329981758
"PWY-7234: inosine-5'-phosphate biosynthesis III",0.896750308515014,0.999006329981758
"PWY-5686: UMP biosynthesis I",0.514785867727044,0.999006329981758
"PWY-5686: UMP biosynthesis I|unclassified",0.514785867727044,0.999006329981758
"PWY-6124: inosine-5'-phosphate biosynthesis II",0.459755930344166,0.999006329981758
"PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified",0.359934183463595,0.999006329981758
"PWY-6700: queuosine biosynthesis I (de novo)",0.696466931761049,0.999006329981758
"PWY-6700: queuosine biosynthesis I (de novo)|unclassified",0.572603866721514,0.999006329981758
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)",0.896750308515014,0.999006329981758
"PWY-5659: GDP-mannose biosynthesis",0.696466931761049,0.999006329981758
"PWY-5981: CDP-diacylglycerol biosynthesis III",0.572603866721514,0.999006329981758
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis",0.896750308515014,0.999006329981758
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified",0.761826408885232,0.999006329981758
"PWY0-1319: CDP-diacylglycerol biosynthesis II",0.459755930344166,0.999006329981758
"PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified",0.514785867727044,0.999006329981758
"PWY-5667: CDP-diacylglycerol biosynthesis I",0.459755930344166,0.999006329981758
"PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified",0.514785867727044,0.999006329981758
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I",0.274281274281274,0.999006329981758
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified",0.633438456967869,0.999006329981758
"TRNA-CHARGING-PWY: tRNA charging",0.896750308515014,0.999006329981758
"TRNA-CHARGING-PWY: tRNA charging|unclassified",0.315416609534257,0.999006329981758
"PENTOSE-P-PWY: pentose phosphate pathway",0.514785867727044,0.999006329981758
"THRESYN-PWY: superpathway of L-threonine biosynthesis",0.145710498651675,0.999006329981758
"THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified",0.828557063851181,0.999006329981758
"PWY-6859: all-trans-farnesol biosynthesis",0.761826408885232,0.999006329981758
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)",0.274281274281274,0.999006329981758
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",0.374012675114495,0.999006329981758
"PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation",0.514785867727044,0.999006329981758
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.459755930344166,0.999006329981758
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified",0.696466931761049,0.999006329981758
"ARO-PWY: chorismate biosynthesis I",0.459755930344166,0.999006329981758
"ARO-PWY: chorismate biosynthesis I|unclassified",0.514785867727044,0.999006329981758
"PWY-621: sucrose degradation III (sucrose invertase)",0.572603866721514,0.999006329981758
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.359934183463595,0.999006329981758
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified",0.572603866721514,0.999006329981758
"PWY-6936: seleno-amino acid biosynthesis (plants)",0.514785867727044,0.999006329981758
"PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified",0.459755930344166,0.999006329981758
"PWY-2941: L-lysine biosynthesis II",0.761826408885232,0.999006329981758
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",0.172814113990585,0.999006329981758
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified",0.896750308515014,0.999006329981758
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.40824534942182,0.999006329981758
"PWY-6630: superpathway of L-tyrosine biosynthesis",0.315416609534257,0.999006329981758
"PWY-5097: L-lysine biosynthesis VI",0.761826408885232,0.999006329981758
"PWY-5097: L-lysine biosynthesis VI|unclassified",0.633438456967869,0.999006329981758
"PWY-6823: molybdopterin biosynthesis",0.828557063851181,0.999006329981758
"PWY-6823: molybdopterin biosynthesis|unclassified",0.633438456967869,0.999006329981758
"P164-PWY: purine nucleobases degradation I (anaerobic)",0.572603866721514,0.999006329981758
"PWY-2942: L-lysine biosynthesis III",0.761826408885232,0.999006329981758
"PWY-5100: pyruvate fermentation to acetate and lactate II",0.315416609534257,0.999006329981758
"PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified",0.315416609534257,0.999006329981758
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)",0.696466931761049,0.999006329981758
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified",0.761826408885232,0.999006329981758
"CALVIN-PWY: Calvin-Benson-Bassham cycle",0.696466931761049,0.999006329981758
"CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified",0.514785867727044,0.999006329981758
"FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage",0.145710498651675,0.999006329981758
"PWY-3001: superpathway of L-isoleucine biosynthesis I",0.965400612459436,0.999006329981758
"PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified",0.761826408885232,0.999006329981758
"PWY-702: L-methionine biosynthesis II",0.896750308515014,0.999006329981758
"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP",0.459755930344166,0.999006329981758
"PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I",0.236985236985237,0.999006329981758
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)",0.761826408885232,0.999006329981758
"PWY-6612: superpathway of tetrahydrofolate biosynthesis",0.145710498651675,0.999006329981758
"GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)",0.459755930344166,0.999006329981758
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV",0.965400612459436,0.999006329981758
"VALSYN-PWY: L-valine biosynthesis",0.459755930344166,0.999006329981758
"VALSYN-PWY: L-valine biosynthesis|unclassified",0.761826408885232,0.999006329981758
"ANAEROFRUCAT-PWY: homolactic fermentation",0.40824534942182,0.999006329981758
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III",0.236985236985237,0.999006329981758
"PWY-8178: pentose phosphate pathway (non-oxidative branch) II",0.572603866721514,0.999006329981758
"PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified",0.514785867727044,0.999006329981758
"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis",0.761826408885232,0.999006329981758
"PWY-8004: Entner-Doudoroff pathway I",0.572603866721514,0.999006329981758
"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)",0.696466931761049,0.999006329981758
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)",0.965400612459436,0.999006329981758
"PWY-1042: glycolysis IV",0.896750308515014,0.999006329981758
"PWY-1042: glycolysis IV|unclassified",0.145710498651675,0.999006329981758
"PWY-7111: pyruvate fermentation to isobutanol (engineered)",0.696466931761049,0.999006329981758
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified",0.761826408885232,0.999006329981758
"PWY-5484: glycolysis II (from fructose 6-phosphate)",0.459755930344166,0.999006329981758
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)",0.203071438365556,0.999006329981758
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified",0.514785867727044,0.999006329981758
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.359934183463595,0.999006329981758
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified",0.514785867727044,0.999006329981758
"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)",0.965400612459436,0.999006329981758
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis",0.896750308515014,0.999006329981758
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis",0.274281274281274,0.999006329981758
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified",0.572603866721514,0.999006329981758
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",0.315416609534257,0.999006329981758
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",0.315416609534257,0.999006329981758
"1CMET2-PWY: folate transformations III (E. coli)",0.896750308515014,0.999006329981758
"1CMET2-PWY: folate transformations III (E. coli)|unclassified",0.315416609534257,0.999006329981758
"PWY-5103: L-isoleucine biosynthesis III",0.236985236985237,0.999006329981758
"PWY-5103: L-isoleucine biosynthesis III|unclassified",0.514785867727044,0.999006329981758
"PWY66-399: gluconeogenesis III",0.121989121989122,0.999006329981758
"PWY-6901: superpathway of glucose and xylose degradation",0.459755930344166,0.999006329981758
"GLUCONEO-PWY: gluconeogenesis I",0.572603866721514,0.999006329981758
"DAPLYSINESYN-PWY: L-lysine biosynthesis I",0.572603866721514,0.999006329981758
"P161-PWY: acetylene degradation (anaerobic)",0.359934183463595,0.999006329981758
"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I",0.315416609534257,0.999006329981758
"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified",0.514785867727044,0.999006329981758
"CITRULBIO-PWY: L-citrulline biosynthesis",0.101101512866219,0.999006329981758
"PANTO-PWY: phosphopantothenate biosynthesis I",0.965400612459436,0.999006329981758
"PANTO-PWY: phosphopantothenate biosynthesis I|unclassified",0.572603866721514,0.999006329981758
"PWY0-1061: superpathway of L-alanine biosynthesis",0.203071438365556,0.999006329981758
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation",0.572603866721514,0.999006329981758
"PWY-7242: D-fructuronate degradation",0.896750308515014,0.999006329981758
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.572603866721514,0.999006329981758
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified",0.459755930344166,0.999006329981758
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",0.203071438365556,0.999006329981758
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.633438456967869,0.999006329981758
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified",0.359934183463595,0.999006329981758
"FERMENTATION-PWY: mixed acid fermentation",0.514785867727044,0.999006329981758
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.203071438365556,0.999006329981758
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.514785867727044,0.999006329981758
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|unclassified",0.514785867727044,0.999006329981758
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)",0.315416609534257,0.999006329981758
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.965400612459436,0.999006329981758
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",0.203071438365556,0.999006329981758
"HSERMETANA-PWY: L-methionine biosynthesis III",0.572603866721514,0.999006329981758
"HSERMETANA-PWY: L-methionine biosynthesis III|unclassified",0.359934183463595,0.999006329981758
"PWY-6168: flavin biosynthesis III (fungi)",0.822399926468538,0.999006329981758
"PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II",0.828557063851181,0.999006329981758
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.359934183463595,0.999006329981758
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",0.965400612459436,0.999006329981758
"HISTSYN-PWY: L-histidine biosynthesis",0.761826408885232,0.999006329981758
"HISTSYN-PWY: L-histidine biosynthesis|unclassified",0.7897042781932,0.999006329981758
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",0.315416609534257,0.999006329981758
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",0.896750308515014,0.999006329981758
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified",0.514785867727044,0.999006329981758
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)",0.633438456967869,0.999006329981758
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis",0.172814113990585,0.999006329981758
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",0.40824534942182,0.999006329981758
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",0.965400612459436,0.999006329981758
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I",0.0831390831390831,0.999006329981758
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified",0.374012675114495,0.999006329981758
"P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)",0.40824534942182,0.999006329981758
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)",0.054527172174231,0.999006329981758
"PWY-7345: superpathway of anaerobic sucrose degradation",0.761826408885232,0.999006329981758
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.459755930344166,0.999006329981758
"NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified",0.633438456967869,0.999006329981758
"PWY-7560: methylerythritol phosphate pathway II",0.274281274281274,0.999006329981758
"PWY3O-4107: NAD salvage pathway V (PNC V cycle)",0.828557063851181,0.999006329981758
"GLYCOCAT-PWY: glycogen degradation I",0.633438456967869,0.999006329981758
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.828557063851181,0.999006329981758
"HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)",0.0266465560583208,0.999006329981758
"PWY-5941: glycogen degradation II",1,1
"PWY-5941: glycogen degradation II|unclassified",0.572603866721514,0.999006329981758
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis",0.172814113990585,0.999006329981758
"PWY-5840: superpathway of menaquinol-7 biosynthesis",0.761826408885232,0.999006329981758
"PWY-7392: taxadiene biosynthesis (engineered)",0.696466931761049,0.999006329981758
"PWY-5897: superpathway of menaquinol-11 biosynthesis",0.696466931761049,0.999006329981758
"PWY-5898: superpathway of menaquinol-12 biosynthesis",0.696466931761049,0.999006329981758
"PWY-5899: superpathway of menaquinol-13 biosynthesis",0.696466931761049,0.999006329981758
"GLUTORN-PWY: L-ornithine biosynthesis I",0.572603866721514,0.999006329981758
"GLUTORN-PWY: L-ornithine biosynthesis I|unclassified",0.696466931761049,0.999006329981758
"PWY-4984: urea cycle",0.121989121989122,0.999006329981758
"PWY-5913: partial TCA cycle (obligate autotrophs)",0.965400612459436,0.999006329981758
"PWY-6270: isoprene biosynthesis I",0.315416609534257,0.999006329981758
"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis",1,1
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",1,1
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified",0.633438456967869,0.999006329981758
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",0.761826408885232,0.999006329981758
"PWY-6527: stachyose degradation",0.965400612459436,0.999006329981758
"PWY-6527: stachyose degradation|unclassified",0.696466931761049,0.999006329981758
"PWY-5918: superpathway of heme b biosynthesis from glutamate",0.229367429487219,0.999006329981758
"PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)",0.688668026994117,0.999006329981758
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis",0.145710498651675,0.999006329981758
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified",0.828557063851181,0.999006329981758
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",0.688668026994117,0.999006329981758
"PWY-7238: sucrose biosynthesis II",0.761826408885232,0.999006329981758
"PWY-7238: sucrose biosynthesis II|unclassified",0.572603866721514,0.999006329981758
"GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway",0.761826408885232,0.999006329981758
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I",0.172814113990585,0.999006329981758
"COLANSYN-PWY: colanic acid building blocks biosynthesis",0.828557063851181,0.999006329981758
"PWY-6549: L-glutamine biosynthesis III",1,1
"PWY-6353: purine nucleotides degradation II (aerobic)",0.40824534942182,0.999006329981758
"SO4ASSIM-PWY: assimilatory sulfate reduction I",0.965400612459436,0.999006329981758
"PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)",0.965400612459436,0.999006329981758
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.459755930344166,0.999006329981758
"PWY1ZNC-1: assimilatory sulfate reduction IV",0.828557063851181,0.999006329981758
"PWY-6731: starch degradation III",0.459755930344166,0.999006329981758
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.459755930344166,0.999006329981758
"PWY-7761: NAD salvage pathway II (PNC IV cycle)",0.359934183463595,0.999006329981758
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",0.40824534942182,0.999006329981758
"PWY-6703: preQ0 biosynthesis",0.572603866721514,0.999006329981758
"PWY0-781: aspartate superpathway",0.688668026994117,0.999006329981758
"PWY-6902: chitin degradation II (Vibrio)",0.722145492657631,0.999006329981758
"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)",0.761826408885232,0.999006329981758
"PPGPPMET-PWY: ppGpp metabolism",0.32813349948088,0.999006329981758
"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)",0.182376558332803,0.999006329981758
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.154918451405092,0.999006329981758
"PWY-5838: superpathway of menaquinol-8 biosynthesis I",0.828557063851181,0.999006329981758
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)",0.236985236985237,0.999006329981758
"PWY-4041: &gamma;-glutamyl cycle",0.274281274281274,0.999006329981758
"PWY0-1479: tRNA processing",0.92916280246553,0.999006329981758
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis",0.761826408885232,0.999006329981758
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I",0.896750308515014,0.999006329981758
"SALVADEHYPOX-PWY: adenosine nucleotides degradation II",0.315416609534257,0.999006329981758
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II",0.562767393606058,0.999006329981758
"PWY-6607: guanosine nucleotides degradation I",0.359934183463595,0.999006329981758
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.213288012997561,0.999006329981758
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation",0.633438456967869,0.999006329981758
"GALACTUROCAT-PWY: D-galacturonate degradation I",0.965400612459436,0.999006329981758
"P441-PWY: superpathway of N-acetylneuraminate degradation",0.633438456967869,0.999006329981758
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",1,1
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)",0.965400612459436,0.999006329981758
"METHGLYUT-PWY: superpathway of methylglyoxal degradation",1,1
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)",0.761826408885232,0.999006329981758
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)",0.315416609534257,0.999006329981758
"PWY-7977: L-methionine biosynthesis IV",0.696466931761049,0.999006329981758
"PWY-7977: L-methionine biosynthesis IV|unclassified",0.572603866721514,0.999006329981758
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)",0.828557063851181,0.999006329981758
"PWY-6305: superpathway of putrescine biosynthesis",0.459755930344166,0.999006329981758
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)",0.121989121989122,0.999006329981758
"GALACTARDEG-PWY: D-galactarate degradation I",0.761826408885232,0.999006329981758
"GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation",0.761826408885232,0.999006329981758
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",0.7897042781932,0.999006329981758
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",0.40824534942182,0.999006329981758
"PWY0-1261: anhydromuropeptides recycling I",0.633438456967869,0.999006329981758
"PWY-6531: mannitol cycle",0.514785867727044,0.999006329981758
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",0.896750308515014,0.999006329981758
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I",1,1
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",0.514785867727044,0.999006329981758
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I",1,1
